trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.05468444374673709	fix	0.0		714												63.14833075752813	5.966286433555979
-1.0	2.0045446861940945	pulse	0.0	t													65.09819099997549	
-1.0	4.0044918620651515	pulse	0.0	t													67.09813817584654	
0.0	6.020970877302716	face	0.0		145	26.0	male	west_asian	2.2081177875049742	neutral	142	sub-01	1.0	5.0	142_neutral	0.0	69.11461719108411	1.2333114993598429
0.0	6.011311608026517	pulse	0.0	t		26.0	male	west_asian	2.2081177875049742	neutral	142	sub-01	1.0	5.0	142_neutral	0.0	69.10495792180791	
0.0	7.254282376662559	fix	1.0		447	26.0	male	west_asian	2.2081177875049742	neutral	142	sub-01	1.0	5.0	142_neutral	0.0	70.34792869044395	3.7581925696076723
0.0	8.004375045277811	pulse	1.0	t		26.0	male	west_asian	2.2081177875049742	neutral	142	sub-01	1.0	5.0	142_neutral	0.0	71.0980213590592	
0.0	10.004302298905714	pulse	1.0	t		26.0	male	west_asian	2.2081177875049742	neutral	142	sub-01	1.0	5.0	142_neutral	0.0	73.0979486126871	
1.0	11.012474946270231	face	0.0		147	25.0	female	west_asian	2.6756864305610826	smiling	064	sub-01	1.0	5.0	064_smiling	0.0	74.10612126005162	1.2416444302234595
1.0	12.004245248846928	pulse	0.0	t		25.0	female	west_asian	2.6756864305610826	smiling	064	sub-01	1.0	5.0	064_smiling	0.0	75.09789156262832	
1.0	12.25411937649369	fix	1.0		449	25.0	female	west_asian	2.6756864305610826	smiling	064	sub-01	1.0	5.0	064_smiling	0.0	75.34776569027508	3.766538178261726
1.0	14.004194537683361	pulse	1.0	t		25.0	female	west_asian	2.6756864305610826	smiling	064	sub-01	1.0	5.0	064_smiling	0.0	77.09784085146475	
2.0	16.020657554755417	face	0.0		147	39.0	male	east_asian	2.2037405491444493	neutral	119	sub-01	1.0	5.0	119_neutral	1.0	79.11430386853681	1.2333187438125606
2.0	16.00689279418475	pulse	0.0	t		39.0	male	east_asian	2.2037405491444493	neutral	119	sub-01	1.0	5.0	119_neutral	1.0	79.10053910796614	
2.0	17.253976298567977	fix	1.0		238	39.0	male	east_asian	2.2037405491444493	neutral	119	sub-01	1.0	5.0	119_neutral	1.0	80.34762261234937	2.008292180821627
2.0	18.00406987273891	pulse	1.0	t		39.0	male	east_asian	2.2037405491444493	neutral	119	sub-01	1.0	5.0	119_neutral	1.0	81.0977161865203	
