trial_nr	onset	event_type	phase	response	nr_frames	trial_type	stim_name	task_probe	onset_abs	duration
0.0	0.054576528938014235	baseline	0.0		41.0		baseline	0.0	88.24410428296187	0.3491838348068086
0.0	0.4037603637448228	ISI	1.0		11.0		baseline	0.0	88.59328811776868	0.09999483831370526
1.0	0.5037552020585281	baseline	0.0		48.0		baseline	0.0	88.69328295608238	0.39999384219936474
1.0	0.703866223586374	pulse	0.0	t			baseline	0.0	88.89339397761023	
1.0	0.9037490442578928	ISI	1.0		11.0		baseline	0.0	89.09327679828175	0.09999514016681132
2.0	1.0037441844247041	baseline	0.0		48.0		baseline	0.0	89.19327193844856	0.39996486431255107
2.0	1.4037090487372552	ISI	1.0		11.0		baseline	0.0	89.59323680276111	0.09999846055006856
2.0	1.4083020437560663	pulse	1.0	t			baseline	0.0	89.59782979777992	
3.0	1.5037075092873238	baseline	0.0		48.0		baseline	0.0	89.69323526331118	0.399989314404138
3.0	1.9036968236914618	ISI	1.0		11.0		baseline	0.0	90.09322457771532	0.09999815869696249
4.0	2.0036949823884243	baseline	0.0		48.0		baseline	0.0	90.19322273641228	0.3999878051390624
4.0	2.1038078452193076	pulse	0.0	t			baseline	0.0	90.29333559924316	
4.0	2.4036827875274867	ISI	1.0		11.0		baseline	0.0	90.59321054155134	0.0999975549912051
5.0	2.5036803425186918	baseline	0.0		48.0		baseline	0.0	90.69320809654255	0.3999911255218649
5.0	2.803783787536304	pulse	0.0	t			baseline	0.0	90.99331154156016	
5.0	2.9036714680405566	ISI	1.0		11.0		baseline	0.0	91.09319922206441	0.09999634757923559
6.0	3.0036678156197922	baseline	0.0		48.0		baseline	0.0	91.19319556964365	0.399989314404138
6.0	3.40365713002393	ISI	1.0		11.0		baseline	0.0	91.59318488404779	0.09999695128499297
7.0	3.503654081308923	baseline	0.0		47.0		baseline	0.0	91.69318183533278	0.39998810699216847
7.0	3.5079213769568014	pulse	0.0	t			baseline	0.0	91.69744913098066	
7.0	3.9036421883010917	ISI	1.0		11.0		baseline	0.0	92.09316994232495	0.10000842169847601
8.0	4.003650609999568	baseline	0.0		48.0		baseline	0.0	92.19317836402342	0.3999784476968671
8.0	4.2037477462899915	pulse	0.0	t			baseline	0.0	92.39327550031385	
8.0	4.403629057696435	ISI	1.0		11.0		baseline	0.0	92.59315681172029	0.09999815869650774
9.0	4.5036272163929425	baseline	0.0		48.0		baseline	0.0	92.6931549704168	0.3999920310811831
9.0	4.903619247474126	ISI	1.0		11.0		baseline	0.0	93.09314700149798	0.09999332904908442
9.0	4.908169379369156	pulse	1.0	t			baseline	0.0	93.09769713339301	
10.0	5.00361257652321	baseline	0.0		48.0		baseline	0.0	93.19314033054707	0.3999887106983806
10.0	5.403601287221591	ISI	1.0		11.0		baseline	0.0	93.59312904124545	0.09999936610893201
11.0	5.503600653330523	baseline	0.0		48.0		baseline	0.0	93.69312840735438	0.399989314404138
11.0	5.603711101337467	pulse	0.0	t			baseline	0.0	93.79323885536132	
11.0	5.903589967734661	ISI	1.0		7.0		baseline	0.0	94.09311772175852	0.12500426367341788
12.0	6.0285942314080785	car	0.0		45.0	object	car-136.jpg	0.0	94.21812198543194	0.3749675130725336
12.0	6.303675875094086	pulse	0.0	t		object	car-136.jpg	0.0	94.49320362911794	
12.0	6.403561744480612	ISI	1.0		5.0	object	car-136.jpg	0.0	94.59308949850447	0.11667976205535524
13.0	6.520241506535967	car	0.0		46.0	object	car-79.jpg	0.0	94.70976926055982	0.38330378695718537
13.0	6.903545293493153	ISI	1.0		7.0	object	car-79.jpg	0.0	95.09307304751701	0.11668157317308214
14.0	7.020226866666235	car	0.0		45.0	object	car-79.jpg	1.0	95.20975462069009	0.38330559807491227
14.0	7.010499050521503	pulse	0.0	t		object	car-79.jpg	1.0	95.20002680454536	
14.0	7.403532464741147	ISI	1.0		7.0	object	car-79.jpg	1.0	95.593060218765	0.1166851954089907
15.0	7.520217660150138	car	0.0		46.0	object	car-26.jpg	0.0	95.709745414174	0.3833022776921098
15.0	7.645309159336193	response	0.0	b		object	car-26.jpg	0.0	95.83483691336005	
15.0	7.703619911550959	pulse	0.0	t		object	car-26.jpg	0.0	95.89314766557482	
15.0	7.903519937842248	ISI	1.0		7.0	object	car-26.jpg	0.0	96.0930476918661	0.11668247873240034
16.0	8.020202416574648	car	0.0		46.0	object	car-87.jpg	0.0	96.2097301705985	0.3833025795447611
16.0	8.403504996119409	ISI	1.0		7.0	object	car-87.jpg	0.0	96.59303275014327	0.11667583796679537
16.0	8.438674491098482	pulse	1.0	t		object	car-87.jpg	0.0	96.62820224512234	
17.0	8.520180834086204	car	0.0		46.0	object	car-107.jpg	0.0	96.70970858811006	0.38330922031036607
17.0	8.90349005439657	ISI	1.0		7.0	object	car-107.jpg	0.0	97.09301780842043	0.11667704537876489
18.0	9.020167099775335	car	0.0		46.0	object	car-125.jpg	0.0	97.20969485379919	0.38330952216347214
18.0	9.103599868512902	pulse	0.0	t		object	car-125.jpg	0.0	97.29312762253676	
18.0	9.403476621938808	ISI	1.0		7.0	object	car-125.jpg	0.0	97.59300437596266	0.11668942135111138
19.0	9.520166043289919	car	0.0		46.0	object	car-12.jpg	0.0	97.70969379731378	0.3832980517499891
19.0	9.80358184788929	pulse	0.0	t		object	car-12.jpg	0.0	97.99310960191315	
19.0	9.903464095039908	ISI	1.0		7.0	object	car-12.jpg	0.0	98.09299184906376	0.11669213802770173
20.0	10.02015623306761	car	0.0		46.0	object	car-133.jpg	0.0	98.20968398709147	0.38329352395567184
