trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.05994226759821686	fix	0.0		713												99.62605033519276	5.957872190012949
-1.0	0.7014178940262354	pulse	0.0	t													100.26752596162078	
-1.0	1.4013977604322463	pulse	0.0	t													100.96750582802679	
-1.0	2.1013489508045495	pulse	0.0	t													101.66745701839909	
-1.0	2.801379830364567	pulse	0.0	t													102.36748789795911	
-1.0	3.501327700354068	pulse	0.0	t													103.06743576794861	
-1.0	4.201309981584018	pulse	0.0	t													103.76741804917856	
-1.0	4.901285923901014	pulse	0.0	t													104.46739399149556	
-1.0	5.601281184809068	pulse	0.0	t													105.16738925240361	
0.0	6.017814457611166	face	0.0		144	21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	105.58392252520571	1.2333103220739758
0.0	6.301264673450987	pulse	0.0	t		21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	105.86737274104553	
0.0	7.0012252212659405	pulse	0.0	t		21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	106.56733328886048	
0.0	7.251124779685142	fix	1.0		444	21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	106.81723284727968	3.7582157590800307
0.0	7.701229235910432	pulse	1.0	t		21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	107.26733730350497	
0.0	8.40121906346485	pulse	1.0	t		21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	107.96732713105939	
0.0	9.10118504463344	pulse	1.0	t		21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	108.66729311222798	
0.0	9.801163401774375	pulse	1.0	t		21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	109.36727146936892	
0.0	10.50115232376993	pulse	1.0	t		21.0	female	black	2.4994031038599283	smiling	129	sub-01	2.0	1.0	129_smiling	0.0	110.06726039136447	
1.0	11.009340538765173	face	0.0		146	27.0	male	black	3.5523278949462798	neutral	042	sub-01	2.0	1.0	042_neutral	0.0	110.57544860635971	1.2416529348715812
1.0	11.201149697648816	pulse	0.0	t		27.0	male	black	3.5523278949462798	neutral	042	sub-01	2.0	1.0	042_neutral	0.0	110.76725776524336	
