trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	rating_type	onset_abs	duration
-1.0	0.061518009713836364	fix	0.0		713													85.23438603184877	5.957960680996621
-1.0	0.7030325239502417	pulse	0.0	t														85.87590054608518	
-1.0	1.4030114846700599	pulse	0.0	t														86.575879506805	
-1.0	2.1029895398260123	pulse	0.0	t														87.27585756196095	
-1.0	2.8029772543341096	pulse	0.0	t														87.97584527646904	
-1.0	3.5029616484407597	pulse	0.0	t														88.6758296705757	
-1.0	4.20294845738681	pulse	0.0	t														89.37581647952175	
-1.0	4.902936473750742	pulse	0.0	t														90.07580449588568	
-1.0	5.60291362334101	pulse	0.0	t														90.77578164547594	
0.0	6.019478690710457	face	0.0		144	23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		91.19234671284539	1.2333017693817965
0.0	6.302912506478606	pulse	0.0	t		23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		91.47578052861354	
0.0	7.002896296875406	pulse	0.0	t		23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		92.17576431901034	
0.0	7.252780460092254	fix	1.0		445	23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		92.42564848222719	3.758252333111159
0.0	7.702882502109787	pulse	1.0	t		23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		92.87575052424472	
0.0	8.402865688798556	pulse	1.0	t		23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		93.57573371093349	
0.0	9.102851894032938	pulse	1.0	t		23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		94.27571991616787	
0.0	9.802832967736322	pulse	1.0	t		23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		94.97570098987126	
0.0	10.502815550713422	pulse	1.0	t		23.0	male	white	2.6275368085953046	smiling	141	sub-06	1.0	2.0	141_smiling	0.0		95.67568357284836	
1.0	11.011032793203412	face	0.0		146	25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		96.18390081533835	1.2416402065773582
1.0	11.202811415303586	pulse	0.0	t		25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		96.37567943743852	
1.0	11.902788866749688	pulse	0.0	t		25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		97.07565688888462	
1.0	12.25267299978077	fix	1.0		445	25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		97.4255410219157	3.758255049804575
1.0	12.602782014644617	pulse	1.0	t		25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		97.77565003677955	
1.0	13.302762786493986	pulse	1.0	t		25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		98.47563080862892	
1.0	14.002750199148068	pulse	1.0	t		25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		99.175618221283	
1.0	14.70272825430402	pulse	1.0	t		25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		99.87559627643896	
1.0	15.402717779941668	pulse	1.0	t		25.0	female	black	3.858336649423	smiling	126	sub-06	1.0	2.0	126_smiling	0.0		100.5755858020766	
2.0	16.010928049585345	face	0.0		146	22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		101.18379607172028	1.241642319560924
2.0	16.102766770976814	pulse	0.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		101.27563479311175	
2.0	16.80270860355631	pulse	0.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		101.97557662569125	
2.0	17.25257036914627	fix	1.0		444	22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		102.4254383912812	3.7582517294031277
2.0	17.502681527179448	pulse	1.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		102.67554954931438	
2.0	18.202661695318966	pulse	1.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		103.3755297174539	
2.0	18.902648202409182	pulse	1.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		104.07551622454412	
2.0	19.60262535199945	pulse	1.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		104.77549337413438	
2.0	20.302616085056798	pulse	1.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-06	1.0	2.0	009_smiling	0.0		105.47548410719173	
3.0	21.010822098549397	face	0.0		147	32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		106.18369012068433	1.24164443254449
3.0	21.003031225973245	pulse	0.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		106.17589924810818	
3.0	21.70259030665693	pulse	0.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		106.87545832879186	
3.0	22.252466531093887	fix	1.0		443	32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		107.42533455322882	3.7582526349651744
3.0	22.402577417456996	pulse	1.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		107.57544543959193	
3.0	23.102563018983346	pulse	1.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		108.27543104111828	
3.0	23.802536848170348	pulse	1.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		108.97540487030528	
3.0	24.502527581227696	pulse	1.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		109.67539560336263	
3.0	25.202510767914646	pulse	1.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		110.37537879004958	
3.0	25.90249667129683	pulse	1.0	t		32.0	male	white	2.389176283326701	smiling	092	sub-06	1.0	2.0	092_smiling	0.0		111.07536469343177	
4.0	26.01071916605906	face	0.0		147	19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		111.183587188194	1.2416405084331927
4.0	26.602491328465476	pulse	0.0	t		19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		111.77535935060041	
4.0	27.252359674492254	fix	1.0		443	19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		112.42522769662719	3.7582565590782906
4.0	27.30247119475098	pulse	1.0	t		19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		112.47533921688591	
4.0	28.002459512968926	pulse	1.0	t		19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		113.17532753510386	
4.0	28.702442095946026	pulse	1.0	t		19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		113.87531011808096	
4.0	29.40245909037185	pulse	1.0	t		19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		114.57532711250678	
4.0	30.102412393433042	pulse	1.0	t		19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		115.27528041556798	
4.0	30.802389844879144	pulse	1.0	t		19.0	male	white	3.2522881018702745	smiling	018	sub-06	1.0	2.0	018_smiling	0.0		115.97525786701408	
5.0	31.010616233570545	face	0.0		146	40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		116.18348425570548	1.2416399047215236
5.0	31.502386615033174	pulse	0.0	t		40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		116.67525463716811	
5.0	32.20236708502671	pulse	0.0	t		40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		117.37523510716164	
5.0	32.25225613829207	fix	1.0		444	40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		117.425124160427	3.758257766497991
5.0	32.902356610666175	pulse	1.0	t		40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		118.07522463280111	
5.0	33.60233647694986	pulse	1.0	t		40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		118.7752044990848	
5.0	34.302322380330224	pulse	1.0	t		40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		119.47519040246516	
5.0	35.002309792984306	pulse	1.0	t		40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		120.17517781511924	
5.0	35.70228452773699	pulse	1.0	t		40.0	male	white	1.868682849184242	smiling	172	sub-06	1.0	2.0	172_smiling	0.0		120.87515254987193	
6.0	36.01051390479006	face	0.0		146	54.0	female	white	2.286908077994429	neutral	136	sub-06	1.0	2.0	136_neutral	0.0		121.183381926925	1.2416380935937923
6.0	36.40227344966661	pulse	0.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-06	1.0	2.0	136_neutral	0.0		121.57514147180154	
6.0	37.10226599385169	pulse	0.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-06	1.0	2.0	136_neutral	0.0		122.27513401598662	
6.0	37.25215199838385	fix	1.0		445	54.0	female	white	2.286908077994429	neutral	136	sub-06	1.0	2.0	136_neutral	0.0		122.42502002051879	3.7582553516604094
6.0	37.802256726909036	pulse	1.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-06	1.0	2.0	136_neutral	0.0		122.97512474904397	
