trial_nr	onset	event_type	phase	response	nr_frames	trial_type	stim_name	task_probe	onset_abs	duration
0.0	0.05460704390270621	baseline	0.0		41.0		baseline	0.0	30.65579647258528	0.34752513771354643
0.0	0.40213218161625264	ISI	1.0		11.0		baseline	0.0	31.003321610298826	0.09999876239544392
1.0	0.5021309440116966	baseline	0.0		48.0		baseline	0.0	31.10332037269427	0.3999905217592641
1.0	0.7022398532262741	pulse	0.0	t			baseline	0.0	31.303429281908848	
1.0	0.9021214657709606	ISI	1.0		11.0		baseline	0.0	31.503310894453534	0.09999695126634833
2.0	1.002118417037309	baseline	0.0		48.0		baseline	0.0	31.603307845719883	0.39997573087339333
2.0	1.4020941479107023	ISI	1.0		11.0		baseline	0.0	32.003283576593276	0.09999664941187802
2.0	1.40657971034625	pulse	1.0	t			baseline	0.0	32.007769139028824	
3.0	1.5020907973225803	baseline	0.0		48.0		baseline	0.0	32.103280226005154	0.3999929365973003
3.0	1.9020837339198806	ISI	1.0		11.0		baseline	0.0	32.503273162602454	0.09998034925229149
4.0	2.002064083172172	baseline	0.0		48.0		baseline	0.0	32.603253511854746	0.40000863304749146
4.0	2.102192643134458	pulse	0.0	t			baseline	0.0	32.70338207181703	
4.0	2.4020727162196636	ISI	1.0		11.0		baseline	0.0	33.00326214490224	0.09997401030068431
5.0	2.502046726520348	baseline	0.0		48.0		baseline	0.0	33.10323615520292	0.40001617941788936
5.0	2.8021912244166742	pulse	0.0	t			baseline	0.0	33.40338065309925	
5.0	2.9020629059382372	ISI	1.0		11.0		baseline	0.0	33.50325233462081	0.09999393271846202
6.0	3.0020568386566993	baseline	0.0		48.0		baseline	0.0	33.60324626733927	0.399989918049414
6.0	3.4020467567061132	ISI	1.0		11.0		baseline	0.0	34.00323618538869	0.10000389392689613
7.0	3.5020506506330094	baseline	0.0		47.0		baseline	0.0	34.10324007931558	0.39999172917850956
7.0	3.5061881744759376	pulse	0.0	t			baseline	0.0	34.10737760315851	
7.0	3.902042379811519	ISI	1.0		11.0		baseline	0.0	34.50323180849409	0.09999453642785738
8.0	4.002036916239376	baseline	0.0		48.0		baseline	0.0	34.60322634492195	0.39998901248509355
8.0	4.202148240292445	pulse	0.0	t			baseline	0.0	34.80333766897502	
8.0	4.40202592872447	ISI	1.0		11.0		baseline	0.0	35.00321535740704	0.09999121602504601
9.0	4.502017144749516	baseline	0.0		48.0		baseline	0.0	35.10320657343209	0.3999917291780548
9.0	4.902008873927571	ISI	1.0		11.0		baseline	0.0	35.503198302610144	0.09999815868604855
9.0	4.906584992805165	pulse	1.0	t			baseline	0.0	35.50777442148774	
10.0	5.002007032613619	baseline	0.0		48.0		baseline	0.0	35.60319646129619	0.3999977662742822
10.0	5.402004798887901	ISI	1.0		11.0		baseline	0.0	36.003194227570475	0.09999634755695297
11.0	5.502001146444854	baseline	0.0		48.0		baseline	0.0	36.10319057512743	0.399984786517507
11.0	5.60210435060344	pulse	0.0	t			baseline	0.0	36.203293779286014	
