trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	rating_type	onset_abs	duration
-1.0	0.058727060166347655	fix	0.0		713													88.40209052565297	5.957938645596187
-1.0	0.7002355373060709	pulse	0.0	t														89.04359900279269	
-1.0	1.400214799880814	pulse	0.0	t														89.74357826536743	
-1.0	2.100203419954596	pulse	0.0	t														90.44356688544121	
-1.0	2.8001935493020937	pulse	0.0	t														91.14355701478871	
-1.0	3.5001610395393072	pulse	0.0	t														91.84352450502593	
-1.0	4.200157809693337	pulse	0.0	t														92.54352127517996	
-1.0	4.900140090816421	pulse	0.0	t														93.24350355630304	
-1.0	5.600130823873769	pulse	0.0	t														93.94349428936039	
0.0	6.016665705762534	face	0.0		144	20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		94.36002917124915	1.233318371396308
0.0	6.30011582168936	pulse	0.0	t		20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		94.64347928717598	
0.0	7.000098102812444	pulse	0.0	t		20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		95.34346156829906	
0.0	7.249984077158842	fix	1.0		445	20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		95.59334754264546	3.7582414663384043
0.0	7.700087628451001	pulse	1.0	t		20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		96.04345109393762	
0.0	8.400068098444535	pulse	1.0	t		20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		96.74343156393115	
0.0	9.100056114808467	pulse	1.0	t		20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		97.44341958029509	
0.0	9.800032358835779	pulse	1.0	t		20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		98.1433958243224	
0.0	10.500008904717106	pulse	1.0	t		20.0	male	black	3.1070433744528456	neutral	082	sub-05	2.0	5.0	082_neutral	0.0		98.84337237020372	
1.0	11.008225543497247	face	0.0		146	19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		99.35158900898386	1.2416565067369447
1.0	11.200012315675849	pulse	0.0	t		19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		99.54337578116247	
1.0	11.900006067281538	pulse	0.0	t		19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		100.24336953276816	
1.0	12.249882050234191	fix	1.0		444	19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		100.59324551572081	3.7665702441790927
1.0	12.599963898164788	pulse	1.0	t		19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		100.9433273636514	
1.0	13.299970025817856	pulse	1.0	t		19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		101.64333349130447	
1.0	13.99995109952124	pulse	1.0	t		19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		102.34331456500786	
1.0	14.699932776934475	pulse	1.0	t		19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		103.04329624242109	
1.0	15.399925019265538	pulse	1.0	t		19.0	male	white	2.243931555909272	neutral	130	sub-05	2.0	5.0	130_neutral	0.0		103.74328848475216	
2.0	16.016452294413284	face	0.0		145	34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	104.3598157598999	1.2333195788160083
2.0	16.09991424304917	pulse	0.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	104.44327770853579	
2.0	16.799928822636502	pulse	0.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	105.14329228812312	
2.0	17.249771873229292	fix	1.0		177	34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	105.59313533871591	1.5083050822386213
2.0	17.499882125697695	pulse	1.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	105.84324559118431	
2.0	18.199862293837214	pulse	1.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	106.54322575932383	
2.0	18.758076955467914	rating	2.0		293	34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	107.10144042095453	2.491610398415105
2.0	18.899867515925507	pulse	2.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	107.24323098141213	
2.0	19.599831685759455	pulse	2.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	107.94319515124607	
2.0	20.14149142234328	response	2.0	b		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	108.4848548878299	
2.0	20.299786498095273	pulse	2.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	108.64314996358189	
2.0	20.99980500179481	pulse	2.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	109.34316846728143	
2.0	21.24968735388302	fix	3.0		444	34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	109.59305081936964	3.7582423719031794
2.0	21.69978396251463	pulse	3.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	110.04314742800125	
2.0	22.39977650670062	pulse	3.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	110.74313997218724	
2.0	23.099761806372044	pulse	3.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	111.44312527185866	
2.0	23.799726881770766	pulse	3.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	112.14309034725738	
2.0	24.499728783455794	pulse	3.0	t		34.0	male	white	2.651014723438122	smiling	121	sub-05	2.0	5.0	121_smiling	1.0	trustworthiness	112.84309224894241	
3.0	25.007929725786198	face	0.0		146	54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	113.35129319127282	1.241652582624738
3.0	25.199722836916408	pulse	0.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	113.54308630240303	
3.0	25.899701797636226	pulse	0.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	114.24306526312284	
3.0	26.249582308410936	fix	1.0		177	54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	114.59294577389755	1.499957891253871
3.0	26.59968770101659	pulse	1.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	114.94305116650321	
3.0	27.299674509961733	pulse	1.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	115.64303797544835	
3.0	27.749540199664807	rating	2.0		294	54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	116.09290366515143	2.4999518541580983
3.0	27.999661318905964	pulse	2.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	116.34302478439258	
3.0	28.699643298174124	pulse	2.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	117.04300676366074	
3.0	29.1162974127119	response	2.0	w		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	117.45966087819852	
3.0	29.39958392333392	pulse	2.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	117.74294738882054	
3.0	30.099606653000592	pulse	2.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	118.44297011848721	
3.0	30.249492053822905	fix	3.0		444	54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	118.59285551930952	3.7583169300405643
3.0	30.799587726703976	pulse	3.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	119.1429511921906	
3.0	31.49956880040827	pulse	3.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	119.84293226589489	
3.0	32.19956557056139	pulse	3.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	120.54292903604801	
3.0	32.899548455394324	pulse	3.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	121.24291192088094	
3.0	33.59954009401554	pulse	3.0	t		54.0	female	white	2.286908077994429	neutral	136	sub-05	2.0	5.0	136_neutral	1.0	attractiveness	121.94290355950216	
4.0	34.00780898386347	face	0.0		146	22.0	female	west_asian	3.8205332272184642	neutral	066	sub-05	2.0	5.0	066_neutral	0.0		122.35117244935009	1.2415837597282007
4.0	34.29954229755549	pulse	0.0	t		22.0	female	west_asian	3.8205332272184642	neutral	066	sub-05	2.0	5.0	066_neutral	0.0		122.64290576304211	
4.0	34.999523371259784	pulse	0.0	t		22.0	female	west_asian	3.8205332272184642	neutral	066	sub-05	2.0	5.0	066_neutral	0.0		123.3428868367464	
4.0	35.24939274359167	fix	1.0		444	22.0	female	west_asian	3.8205332272184642	neutral	066	sub-05	2.0	5.0	066_neutral	0.0		123.59275620907829	3.7583694527766056
4.0	35.69949810601247	pulse	1.0	t		22.0	female	west_asian	3.8205332272184642	neutral	066	sub-05	2.0	5.0	066_neutral	0.0		124.04286157149909	
