trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.05962019046273781	fix	0.0		713												112.37560049878175	5.957892414163325
-1.0	0.7011305299838568	pulse	0.0	t													113.01711083830287	
-1.0	1.4011061704486565	pulse	0.0	t													113.71708647876767	
-1.0	2.1010760757053504	pulse	0.0	t													114.41705638402436	
-1.0	2.8010523198754527	pulse	0.0	t													115.11703262819447	
-1.0	3.501049090048582	pulse	0.0	t													115.8170293983676	
-1.0	4.20103348424982	pulse	0.0	t													116.51701379256883	
-1.0	4.900991617240834	pulse	0.0	t													117.21697192555985	
-1.0	5.60097148364639	pulse	0.0	t													117.9169517919654	
0.0	6.017512604626063	face	0.0		144	31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	118.33349291294508	1.2333106239266272
0.0	6.300977913115275	pulse	0.0	t		31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	118.61695822143429	
0.0	7.000949629490606	pulse	0.0	t		31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	119.31692993780962	
0.0	7.25082322855269	fix	1.0		444	31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	119.5668035368717	3.7665556552010457
0.0	7.700936740367979	pulse	1.0	t		31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	120.01691704868699	
0.0	8.400923549392246	pulse	1.0	t		31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	120.71690385771126	
0.0	9.1008777582947	pulse	1.0	t		31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	121.41685806661371	
0.0	9.800880867380329	pulse	1.0	t		31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	122.11686117569934	
0.0	10.500855904138916	pulse	1.0	t		31.0	female	west_asian	2.364902506963788	neutral	006	sub-04	1.0	1.0	006_neutral	0.0	122.81683621245793	
1.0	11.017378883753736	face	0.0		145	37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	123.33335919207275	1.2333094165151124
1.0	11.200845127987122	pulse	0.0	t		37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	123.51682543630614	
1.0	11.900819561039498	pulse	0.0	t		37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	124.21679986935851	
1.0	12.250688300268848	fix	1.0		444	37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	124.56666860858786	3.7665677293198314
1.0	12.600798823738842	pulse	1.0	t		37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	124.91677913205785	
1.0	13.300788047587048	pulse	1.0	t		37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	125.61676835590606	
1.0	14.000751613932152	pulse	1.0	t		37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	126.31673192225117	
1.0	14.700728763661573	pulse	1.0	t		37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	127.01670907198059	
1.0	15.400717685656673	pulse	1.0	t		37.0	male	white	3.898925586947871	smiling	101	sub-04	1.0	1.0	101_smiling	0.0	127.71669799397569	
2.0	16.01725602958868	face	0.0		145	27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	128.3332363379077	1.2333184721046564
2.0	16.10071234285897	pulse	0.0	t		27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	128.41669265117798	
2.0	16.800695227794677	pulse	0.0	t		27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	129.1166755361137	
2.0	17.250574501693336	fix	1.0		237	27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	129.56655481001235	2.008304579320793
2.0	17.500676301612657	pulse	1.0	t		27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	129.81665660993167	
2.0	18.200640169809958	pulse	1.0	t		27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	130.51662047812897	
2.0	18.900618225097787	pulse	1.0	t		27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	131.2165985334168	
2.0	19.25887908101413	rating	2.0		235	27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	131.57485938933314	1.9915695479849091
2.0	19.60061076932925	pulse	2.0	t		27.0	female	white	4.181058495821727	smiling	039	sub-04	1.0	1.0	039_smiling	1.0	131.91659107764826	
