trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.011117346108221682	cue	0.0		479						26.293212683614	3.992116434203126
0.0	4.003233780311348	fix	1.0		120						30.285329117817128	1.0171481215065796
0.0	5.020381901817927	face	0.0		147	dominance	036	1.0	1		31.302477239323707	1.2833993542099051
0.0	6.303781256027833	rating	1.0		193	dominance	036	1.0	1		32.58587659353361	1.616599468552522
0.0	7.920380724580355	fix	2.0		59	dominance	036	1.0	1	-0.009999999999999787	34.202476062086134	0.5167235614380843
1.0	8.437104286018439	face	0.0		147	dominance	136	1.0	1		34.71919962352422	1.233475135088156
1.0	9.670579421106595	rating	1.0		47	dominance	136	1.0	1		35.952674758612375	0.4000493835956149
1.0	10.07062880470221	fix	2.0		60	dominance	136	1.0	1	0.0	36.35272414220799	0.5167489173190916
2.0	10.587377722021301	face	0.0		147	dominance	009	1.0	1		36.86947305952708	1.2334515903421561
2.0	11.820829312363458	rating	1.0		915	dominance	009	1.0	1		38.10292464986924	7.634246859417544
2.0	19.455076171781002	fix	2.0		60	dominance	009	1.0	1	0.5599999999999996	45.73717150928678	0.5167314096870541
3.0	19.971807581468056	face	0.0		147	dominance	070	1.0	1		46.253902918973836	1.2334537033320885
3.0	21.205261284800144	rating	1.0		136	dominance	070	1.0	1		47.487356622305924	1.1418272111459373
3.0	22.347088495946082	fix	2.0		60	dominance	070	1.0	1	1.12	48.62918383345186	0.5167178261799563
4.0	22.863806322126038	face	0.0		147	dominance	137	1.0	1		49.14590165963182	1.23347211653072
4.0	24.09727843865676	rating	1.0		294	dominance	137	1.0	1		50.37937377616254	2.458625391318492
4.0	26.55590382997525	fix	2.0		60	dominance	137	1.0	1	0.8499999999999996	52.83799916748103	0.5167537470106254
5.0	27.072657576985875	face	0.0		147	dominance	102	1.0	1		53.354752914491655	1.2334413272474194
5.0	28.306098904233295	rating	1.0		138	dominance	102	1.0	1		54.588194241739075	1.1584805911297735
5.0	29.46457949536307	fix	2.0		61	dominance	102	1.0	1	-0.8599999999999999	55.74667483286885	0.5250825499924758
6.0	29.989662045355544	face	0.0		146	dominance	121	1.0	1		56.271757382861324	1.2251107131314711
6.0	31.214772758487015	rating	1.0		99	dominance	121	1.0	1		57.496868095992795	0.8334348071639397
6.0	32.048207565650955	fix	2.0		61	dominance	121	1.0	1	1.3600000000000003	58.330302903156735	0.5250783240126111
7.0	32.573285889663566	face	0.0		146	dominance	124	1.0	1		58.855381227169346	1.2251421061255314
7.0	33.7984279957891	rating	1.0		86	dominance	124	1.0	1		60.08052333329488	0.7250686042589223
7.0	34.52349660004802	fix	2.0		61	dominance	124	1.0	1	-0.41999999999999993	60.8055919375538	0.5250801351467089
8.0	35.04857673519473	face	0.0		146	dominance	038	1.0	1		61.33067207270051	1.2251122224097344
8.0	36.27368895760446	rating	1.0		78	dominance	038	1.0	1		62.55578429511024	0.6583983354466909
8.0	36.932087293051154	fix	2.0		60	dominance	038	1.0	1	-0.6600000000000001	63.214182630556934	0.5167579729904901
