trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.004621121747277357	cue	0.0		480						39.27348232569602	4.000483574174723
0.0	4.005104695922	fix	1.0		120						43.273965899870745	1.0170591204141601
0.0	5.02216381633616	face	0.0		147	attractiveness	064	1.0	2		44.291025020284906	1.2834583824351284
0.0	6.305622198771289	rating	1.0		249	attractiveness	064	1.0	2		45.574483402720034	2.083335345710566
0.0	8.388957544481855	fix	2.0		60	attractiveness	064	1.0	2	-2.05	47.6578187484306	0.516755452736561
1.0	8.905712997218416	face	0.0		147	attractiveness	062	1.0	2		48.17457420116716	1.2334673173886586
1.0	10.139180314607074	rating	1.0		203	attractiveness	062	1.0	2		49.40804151855582	1.6918654492592395
1.0	11.831045763866314	fix	2.0		60	attractiveness	062	1.0	2	-1.8199999999999998	51.09990696781506	0.516747604466218
2.0	12.347793368332532	face	0.0		147	attractiveness	087	1.0	2		51.61665457228128	1.2334597709755144
2.0	13.581253139308046	rating	1.0		255	attractiveness	087	1.0	2		52.85011434325679	2.1252553706317485
2.0	15.706508509939795	fix	2.0		60	attractiveness	087	1.0	2	-1.4700000000000002	54.97536971388854	0.5167494156057728
3.0	16.223257925545568	face	0.0		147	attractiveness	070	1.0	2		55.49211912949431	1.2334615821146144
3.0	17.456719507660182	rating	1.0		177	attractiveness	070	1.0	2		56.72558071160893	1.4835131995823758
3.0	18.940232707242558	fix	2.0		60	attractiveness	070	1.0	2	-3.06	58.2090939111913	0.5167527360276836
4.0	19.45698544327024	face	0.0		147	attractiveness	042	1.0	2		58.72584664721899	1.2334652043932692
4.0	20.69045064766351	rating	1.0		175	attractiveness	042	1.0	2		59.959311851612256	1.4668383425419051
4.0	22.157288990205416	fix	2.0		60	attractiveness	042	1.0	2	2.0599999999999996	61.42615019415416	0.5167512267448728
5.0	22.67404021695029	face	0.0		147	attractiveness	137	1.0	2		61.942901420899034	1.2334633932541692
5.0	23.907503610204458	rating	1.0		173	attractiveness	137	1.0	2		63.1763648141532	1.4501659003535678
5.0	25.357669510558026	fix	2.0		60	attractiveness	137	1.0	2	1.38	64.62653071450677	0.5167578675886944
6.0	25.87442737814672	face	0.0		147	attractiveness	033	1.0	2		65.14328858209547	1.2334561486968596
6.0	27.10788352684358	rating	1.0		154	attractiveness	033	1.0	2		66.37674473079232	1.2834837383848026
6.0	28.391367265228382	fix	2.0		60	attractiveness	033	1.0	2	0.5599999999999996	67.66022846917713	0.5167518304579062
7.0	28.90811909568629	face	0.0		147	attractiveness	100	1.0	2		68.17698029963503	1.23346852481518
7.0	30.14158762050147	rating	1.0		181	attractiveness	100	1.0	2		69.41044882445021	1.5085054116839274
7.0	31.650093032185396	fix	2.0		60	attractiveness	100	1.0	2	2.38	70.91895423613414	0.5167500193188062
8.0	32.1668430515042	face	0.0		147	attractiveness	039	1.0	2		71.43570425545295	1.2334649025365252
8.0	33.40030795404073	rating	1.0		138	attractiveness	039	1.0	2		72.66916915798947	1.1501358958134915
8.0	34.55044384985422	fix	2.0		60	attractiveness	039	1.0	2	2.6500000000000004	73.81930505380296	0.5167578675886944
9.0	35.06720171744291	face	0.0		147	attractiveness	130	1.0	2		74.33606292139166	1.2334597709755144
9.0	36.30066148841843	rating	1.0		258	attractiveness	130	1.0	2		75.56952269236717	2.1502575439985776
9.0	38.450919032417005	fix	2.0		60	attractiveness	130	1.0	2	-0.25	77.71978023636575	0.5167448877577954
10.0	38.9676639201748	face	0.0		147	attractiveness	006	1.0	2		78.23652512412355	1.2334706378105693
10.0	40.20113455798537	rating	1.0		184	attractiveness	006	1.0	2		79.46999576193411	1.5335069813381779
10.0	41.73464153932355	fix	2.0		60	attractiveness	006	1.0	2	-2.84	81.00350274327229	0.5167533397407169
11.0	42.251394879064264	face	0.0		147	attractiveness	117	1.0	2		81.52025608301301	1.233458865405737
11.0	43.48485374447	rating	1.0		136	attractiveness	117	1.0	2		82.75371494841875	1.1334758297434746
11.0	44.618329574213476	fix	2.0		60	attractiveness	117	1.0	2	0.6299999999999999	83.88719077816222	0.5167485100359954
12.0	45.13507808424947	face	0.0		147	attractiveness	091	1.0	2		84.40393928819822	1.2334667136756252
12.0	46.3685447979251	rating	1.0		157	attractiveness	091	1.0	2		85.63740600187384	1.31681322807799
12.0	47.68535802600309	fix	2.0		60	attractiveness	091	1.0	2	1.0099999999999998	86.95421922995183	0.5167626972934158
13.0	48.2021207232965	face	0.0		147	attractiveness	011	1.0	2		87.47098192724525	1.2334519227056262
13.0	49.43557264600213	rating	1.0		130	attractiveness	011	1.0	2		88.70443384995087	1.0834669551609295
13.0	50.51903960116306	fix	2.0		61	attractiveness	011	1.0	2	-1.35	89.7879008051118	0.5250788449279753
14.0	51.04411844609103	face	0.0		146	attractiveness	024	1.0	2		90.31297965003978	1.2251330583621893
