trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.06232660432578996	fix	0.0		713												19.055115638369898	5.9578806418976455
-1.0	0.7038106826385047	pulse	0.0	t													19.696599716682613	
-1.0	1.403770928600352	pulse	0.0	t													20.39655996264446	
-1.0	2.1037565302121948	pulse	0.0	t													21.096545564256303	
-1.0	2.8037357929115387	pulse	0.0	t													21.796524826955647	
-1.0	3.503721696377397	pulse	0.0	t													22.496510730421505	
-1.0	4.203698544253712	pulse	0.0	t													23.19648757829782	
-1.0	4.903679316219495	pulse	0.0	t													23.896468350263603	
-1.0	5.60363352512104	pulse	0.0	t													24.59642255916515	
0.0	6.0202072462234355	face	0.0		144	40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	25.012996280267544	1.233300662777765
0.0	6.303642671266061	pulse	0.0	t		40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	25.29643170531017	
0.0	7.003621632113209	pulse	0.0	t		40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	25.996410666157317	
0.0	7.2535079090012005	fix	1.0		445	40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	26.24629694304531	3.7582233054054086
0.0	7.703609950402097	pulse	1.0	t		40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	26.696398984446205	
0.0	8.403587100132427	pulse	1.0	t		40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	27.396376134176535	
0.0	9.10362099822305	pulse	1.0	t		40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	28.09641003226716	
0.0	9.80354985147278	pulse	1.0	t		40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	28.79633888551689	
0.0	10.50352790676152	pulse	1.0	t		40.0	female	west_asian	1.5777954635893354	smiling	038	sub-05	1.0	6.0	038_smiling	0.0	29.496316940805627	
1.0	11.011731214406609	face	0.0		146	26.0	male	white	2.7966573816155993	smiling	117	sub-05	1.0	6.0	117_smiling	0.0	30.004520248450717	1.2416411626054469
1.0	11.20351441393359	pulse	0.0	t		26.0	male	white	2.7966573816155993	smiling	117	sub-05	1.0	6.0	117_smiling	0.0	30.196303447977698	
1.0	11.903495185897555	pulse	0.0	t		26.0	male	white	2.7966573816155993	smiling	117	sub-05	1.0	6.0	117_smiling	0.0	30.896284219941663	
1.0	12.253372377012056	fix	1.0		444	26.0	male	white	2.7966573816155993	smiling	117	sub-05	1.0	6.0	117_smiling	0.0	31.246161411056164	3.7582205887265445
1.0	12.603462072625916	pulse	1.0	t		26.0	male	white	2.7966573816155993	smiling	117	sub-05	1.0	6.0	117_smiling	0.0	31.596251106670024	
1.0	13.303452503885637	pulse	1.0	t		26.0	male	white	2.7966573816155993	smiling	117	sub-05	1.0	6.0	117_smiling	0.0	32.296241537929745	
1.0	14.003438407351496	pulse	1.0	t		26.0	male	white	2.7966573816155993	smiling	117	sub-05	1.0	6.0	117_smiling	0.0	32.996227441395604	
