trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.060139516070648824	fix	0.0		713												54.007196457463124	5.957873813720653
-1.0	2.0015841201611693	pulse	0.0	t													55.948641061553644	
-1.0	4.001535220110327	pulse	0.0	t													57.9485921615028	
0.0	6.018013329791302	face	0.0		145	37.0	female	white	2.175885395941106	neutral	120	sub-01	1.0	3.0	120_neutral	0.0	59.96507027118378	1.233311197508101
0.0	6.008244488179116	pulse	0.0	t		37.0	female	white	2.175885395941106	neutral	120	sub-01	1.0	3.0	120_neutral	0.0	59.95530142957159	
0.0	7.251324527299403	fix	1.0		447	37.0	female	white	2.175885395941106	neutral	120	sub-01	1.0	3.0	120_neutral	0.0	61.19838146869188	3.7582100770327997
0.0	8.001414177392235	pulse	1.0	t		37.0	female	white	2.175885395941106	neutral	120	sub-01	1.0	3.0	120_neutral	0.0	61.94847111878471	
0.0	10.001361051411095	pulse	1.0	t		37.0	female	white	2.175885395941106	neutral	120	sub-01	1.0	3.0	120_neutral	0.0	63.94841799280357	
1.0	11.009534604332202	face	0.0		147	27.0	female	white	4.181058495821727	neutral	039	sub-01	1.0	3.0	039_neutral	0.0	64.95659154572468	1.2416453357800492
1.0	12.001316679143201	pulse	0.0	t		27.0	female	white	4.181058495821727	neutral	039	sub-01	1.0	3.0	039_neutral	0.0	65.94837362053568	
1.0	12.251179940112252	fix	1.0		448	27.0	female	white	4.181058495821727	neutral	039	sub-01	1.0	3.0	039_neutral	0.0	66.19823688150473	3.766537876409984
1.0	14.001240612397396	pulse	1.0	t		27.0	female	white	4.181058495821727	neutral	039	sub-01	1.0	3.0	039_neutral	0.0	67.94829755378987	
2.0	16.017717816522236	face	0.0		147	22.0	female	white	4.614007162753682	neutral	009	sub-01	1.0	3.0	009_neutral	0.0	69.96477475791471	1.233312103064236
2.0	16.003908079978373	pulse	0.0	t		22.0	female	white	4.614007162753682	neutral	009	sub-01	1.0	3.0	009_neutral	0.0	69.95096502137085	
2.0	17.251029919586472	fix	1.0		447	22.0	female	white	4.614007162753682	neutral	009	sub-01	1.0	3.0	009_neutral	0.0	71.19808686097895	3.75820917147621
2.0	18.001119569679304	pulse	1.0	t		22.0	female	white	4.614007162753682	neutral	009	sub-01	1.0	3.0	009_neutral	0.0	71.94817651107178	
2.0	20.00106282147226	pulse	1.0	t		22.0	female	white	4.614007162753682	neutral	009	sub-01	1.0	3.0	009_neutral	0.0	73.94811976286474	
3.0	21.009239091062682	face	0.0		147	24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	74.95629603245516	1.2416386950326341
3.0	22.000984641761534	pulse	0.0	t		24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	75.94804158315401	
3.0	22.250877786095316	fix	1.0		239	24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	76.19793472748779	2.008305462316912
3.0	24.00094147690197	pulse	1.0	t		24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	77.94799841829445	
3.0	24.259183248412228	rating	2.0		236	24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	78.2062401898047	1.9915556856872172
3.0	25.22071943444962	response	2.0	y		24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	79.1677763758421	
3.0	26.000875371278198	pulse	2.0	t		24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	79.94793231267067	
3.0	26.250738934099445	fix	3.0		449	24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	80.19779587549192	3.7665605153219985
3.0	28.000850619400353	pulse	3.0	t		24.0	female	white	3.5503382411460405	neutral	002	sub-01	1.0	3.0	002_neutral	1.0	81.94790756079283	
