trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.003586055667256005	cue	0.0		480						77.68692617070337	4.000515570965945
0.0	4.004101626633201	fix	1.0		120						81.68744174166932	1.025137405100395
0.0	5.029239031733596	face	0.0		146	dominance	006	1.0	1		82.71257914676971	1.275395492441021
0.0	6.304634524174617	rating	1.0		347	dominance	006	1.0	1		83.98797463921073	2.9000785430689575
0.0	9.204713067243574	fix	2.0		60	dominance	006	1.0	1	1.1600000000000001	86.88805318227969	0.5168704600800993
1.0	9.721583527323673	face	0.0		147	dominance	066	1.0	1		87.40492364235979	1.233344763633795
1.0	10.954928290957469	rating	1.0		415	dominance	066	1.0	1		88.63826840599359	3.4670825444773072
1.0	14.422010835434776	fix	2.0		60	dominance	066	1.0	1	2.2699999999999996	92.10535095047089	0.5167578675900586
2.0	14.938768703024834	face	0.0		147	dominance	024	1.0	1		92.62210881806095	1.2334564505581511
2.0	16.172225153582986	rating	1.0		308	dominance	024	1.0	1		93.8555652686191	2.57530928219785
2.0	18.747534435780835	fix	2.0		60	dominance	024	1.0	1	-0.6099999999999999	96.43087455081695	0.5167512267507846
3.0	19.26428566253162	face	0.0		147	dominance	038	1.0	1		96.94762577756774	1.2334736563789193
3.0	20.49775931891054	rating	1.0		276	dominance	038	1.0	1		98.18109943394666	2.308591561537469
3.0	22.806350880448008	fix	2.0		60	dominance	038	1.0	1	1.3099999999999996	100.48969099548412	0.5167578675900586
4.0	23.323108748038067	face	0.0		147	dominance	033	1.0	1		101.00644886307418	1.2334691285213921
4.0	24.55657787655946	rating	1.0		299	dominance	033	1.0	1		102.23991799159558	2.500294008277706
4.0	27.056871884837165	fix	2.0		60	dominance	033	1.0	1	-1.15	104.74021199987328	0.5167530378821539
5.0	27.57362492271932	face	0.0		147	dominance	036	1.0	1		105.25696503775544	1.2334606765507488
5.0	28.807085599270067	rating	1.0		278	dominance	036	1.0	1		106.49042571430618	2.325280002114596
5.0	31.132365601384663	fix	2.0		60	dominance	036	1.0	1	-1.9	108.81570571642078	0.5167563583090669
6.0	31.64912195969373	face	0.0		147	dominance	136	1.0	1		109.33246207472985	1.2334570542734582
6.0	32.88257901396719	rating	1.0		269	dominance	136	1.0	1		110.5659191290033	2.2502761987270787
6.0	35.13285521269427	fix	2.0		60	dominance	136	1.0	1	2.8499999999999996	112.81619532773038	0.5167539434478385
7.0	35.649609156142105	face	0.0		147	dominance	043	1.0	1		113.33294927117822	1.233459167269757
7.0	36.88306832341186	rating	1.0		300	dominance	043	1.0	1		114.56640843844798	2.5086355118546635
7.0	39.391703835266526	fix	2.0		60	dominance	043	1.0	1	-1.0899999999999999	117.07504395030264	0.5167460951779503
8.0	39.908449930444476	face	0.0		147	dominance	137	1.0	1		117.5917900454806	1.2334627895470476
8.0	41.141912719991524	rating	1.0		273	dominance	137	1.0	1		118.82525283502764	2.2836114236997673
8.0	43.42552414369129	fix	2.0		60	dominance	137	1.0	1	-1.52	121.10886425872741	0.5167479063238716
9.0	43.94227205001516	face	0.0		147	dominance	087	1.0	1		121.62561216505128	1.2334582616895204
9.0	45.17573031170468	rating	1.0		289	dominance	087	1.0	1		122.8590704267408	2.4169583606999367
9.0	47.59268867240462	fix	2.0		60	dominance	087	1.0	1	0.09999999999999964	125.27602878744074	0.5167545471631456
10.0	48.109443219567765	face	0.0		147	dominance	091	1.0	1		125.79278333460388	1.233465808109031
10.0	49.3429090276768	rating	1.0		179	dominance	091	1.0	1		127.02624914271291	1.5001741712185321
10.0	50.84308319889533	fix	2.0		60	dominance	091	1.0	1	-0.4500000000000002	128.52642331393145	0.516773564129835
11.0	51.359856763025164	face	0.0		147	dominance	009	1.0	1		129.04319687806128	1.233435320595163
11.0	52.59329208362033	rating	1.0		167	dominance	009	1.0	1		130.27663219865644	1.4001742316031596
11.0	53.993466315223486	fix	2.0		60	dominance	009	1.0	1	0.8499999999999996	131.6768064302596	0.5167491137399338
12.0	54.51021542896342	face	0.0		147	dominance	100	1.0	1		132.19355554399954	1.2334594691201346
12.0	55.743674898083555	rating	1.0		286	dominance	100	1.0	1		133.42701501311967	2.392005088098813
12.0	58.13567998618237	fix	2.0		60	dominance	100	1.0	1	0.4299999999999997	135.81902010121848	0.5167038352665259
13.0	58.65238382144889	face	0.0		147	dominance	121	1.0	1		136.335723936485	1.2334609784011263
13.0	59.88584479985002	rating	1.0		219	dominance	121	1.0	1		137.56918491488614	1.8335526824230328
13.0	61.71939748227305	fix	2.0		60	dominance	121	1.0	1	1.1900000000000004	139.40273759730917	0.5167515286011621
14.0	62.236149010874215	face	0.0		147	dominance	141	1.0	1		139.91948912591033	1.2334603746858193
14.0	63.469609385560034	rating	1.0		215	dominance	141	1.0	1		141.15294950059615	1.8002147407387383
14.0	65.26982412629877	fix	2.0		60	dominance	141	1.0	1	-2.38	142.9531642413349	0.5167521323164692
15.0	65.78657625861524	face	0.0		147	dominance	099	1.0	1		143.46991637365136	1.2334691285213921
15.0	67.02004538713663	rating	1.0		226	dominance	099	1.0	1		144.70338550217275	1.8918876659008674
15.0	68.9119330530375	fix	2.0		60	dominance	099	1.0	1	1.7699999999999996	146.59527316807362	0.5167533397470834
16.0	69.42868639278458	face	0.0		147	dominance	005	1.0	1		147.1120265078207	1.2334588654048275
16.0	70.66214525818941	rating	1.0		309	dominance	005	1.0	1		148.34548537322553	2.583644446800463
16.0	73.24578970498987	fix	2.0		60	dominance	005	1.0	1	-2.4	150.929129820026	0.5167512267507846
17.0	73.76254093174066	face	0.0		147	dominance	124	1.0	1		151.44588104677678	1.2334694303863216
17.0	74.99601036212698	rating	1.0		216	dominance	124	1.0	1		152.6793504771631	1.8085414533561561
17.0	76.80455181548314	fix	2.0		60	dominance	124	1.0	1	1.0700000000000003	154.48789193051925	0.5167913736659102
18.0	77.32134318914905	face	0.0		147	dominance	061	1.0	1		155.00468330418516	1.23342264261737
18.0	78.55476583176642	rating	1.0		342	dominance	061	1.0	1		156.23810594680253	2.85867801324639
18.0	81.41344384501281	fix	2.0		60	dominance	061	1.0	1	2.5	159.09678396004892	0.5167533397470834
19.0	81.93019718475989	face	0.0		147	dominance	044	1.0	1		159.613537299796	1.2334600728354417
19.0	83.16365725759533	rating	1.0		163	dominance	044	1.0	1		160.84699737263145	1.366831762061338
