trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.008568450558186669	cue	0.0		479						22.63247486832347	3.9921288340465253
0.0	4.000697284604712	fix	1.0		120						26.624603702369996	1.0167948996197538
0.0	5.017492184224466	face	0.0		147	trustworthiness	130	1.0	2		27.64139860198975	1.2836840534030216
0.0	6.301176237627487	rating	1.0		142	trustworthiness	130	1.0	2		28.92508265539277	1.191585435022489
0.0	7.492761672649976	fix	2.0		61	trustworthiness	130	1.0	2	1.2800000000000002	30.11666809041526	0.5250809650058272
1.0	8.017842637655804	face	0.0		146	trustworthiness	036	1.0	2		30.641749055421087	1.2251230133801982
1.0	9.242965651036002	rating	1.0		86	trustworthiness	036	1.0	2		31.866872068801285	0.7250857343117332
1.0	9.968051385347735	fix	2.0		60	trustworthiness	036	1.0	2	1.3399999999999999	32.59195780311302	0.5167437352297384
2.0	10.484795120577473	face	0.0		147	trustworthiness	101	1.0	2		33.10870153834276	1.2334605450109848
2.0	11.718255665588458	rating	1.0		117	trustworthiness	101	1.0	2		34.34216208335374	0.9751102600146169
2.0	12.693365925603075	fix	2.0		60	trustworthiness	101	1.0	2	2.1900000000000004	35.31727234336836	0.5167509797452112
3.0	13.210116905348286	face	0.0		147	trustworthiness	117	1.0	2		35.83402332311357	1.233456017188928
3.0	14.443572922537214	rating	1.0		170	trustworthiness	117	1.0	2		37.0674793403025	1.416827982906625
3.0	15.86040090544384	fix	2.0		60	trustworthiness	117	1.0	2	0.6900000000000004	38.48430732320912	0.5167494704710407
4.0	16.37715037591488	face	0.0		147	trustworthiness	006	1.0	2		39.00105679368016	1.2334545079149848
4.0	17.610604883829865	rating	1.0		86	trustworthiness	006	1.0	2		40.23451130159515	0.7250824139086944
4.0	18.33568729773856	fix	2.0		60	trustworthiness	006	1.0	2	-3.12	40.95959371550384	0.5167956542566117
5.0	18.85248295199517	face	0.0		147	trustworthiness	137	1.0	2		41.476389369760454	1.233398966630375
5.0	20.085881918625546	rating	1.0		106	trustworthiness	137	1.0	2		42.70978833639083	0.8834411810248639
5.0	20.96932309965041	fix	2.0		60	trustworthiness	137	1.0	2	1.1600000000000001	43.59322951741569	0.5167413203914748
6.0	21.486064420041885	face	0.0		147	trustworthiness	043	1.0	2		44.10997083780717	1.2334551116243802
6.0	22.719519531666265	rating	1.0		106	trustworthiness	043	1.0	2		45.34342594943155	0.8834432940086572
6.0	23.602962825674922	fix	2.0		60	trustworthiness	043	1.0	2	-2.31	46.226869243440206	0.5167452445039089
7.0	24.11970807017883	face	0.0		147	trustworthiness	009	1.0	2		46.743614487944114	1.2334548097696825
7.0	25.353162879948513	rating	1.0		127	trustworthiness	009	1.0	2		47.9770692977138	1.0584529760017176
7.0	26.41161585595023	fix	2.0		60	trustworthiness	009	1.0	2	1.7000000000000002	49.035522273715515	0.5167506778902862
8.0	26.928366533840517	face	0.0		147	trustworthiness	099	1.0	2		49.5522729516058	1.2334484708187574
8.0	28.161815004659275	rating	1.0		187	trustworthiness	099	1.0	2		50.78572142242456	1.5585131960356193
8.0	29.720328200694894	fix	2.0		60	trustworthiness	099	1.0	2	0.6900000000000004	52.34423461846018	0.5167467537778521
9.0	30.237074954472746	face	0.0		147	trustworthiness	024	1.0	2		52.86098137223803	1.233453602350437
9.0	31.470528556823183	rating	1.0		108	trustworthiness	024	1.0	2		54.09443497458847	0.9084441165630324
9.0	32.378972673386215	fix	2.0		60	trustworthiness	024	1.0	2	-3.44	55.0028790911515	0.5167425278107203
10.0	32.895715201196936	face	0.0		147	trustworthiness	066	1.0	2		55.51962161896222	1.2334997861357806
10.0	34.129214987332716	rating	1.0		330	trustworthiness	066	1.0	2		56.753121405098	2.750276725394542
