trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.009265486449294258	cue	0.0		479						43.5528357610674	3.992140863163513
0.0	4.001406349612807	fix	1.0		120						47.54497662423091	1.041815884416792
0.0	5.043222234029599	face	0.0		144	dominance	012	1.0	1		48.586792508647704	1.2586705272096879
0.0	6.301892761239287	rating	1.0		465	dominance	012	1.0	1		49.84546303585739	3.8835989872113714
0.0	10.185491748450659	fix	2.0		60	dominance	012	1.0	1	0.3799999999999999	53.729062023068764	0.5167231540872308
1.0	10.70221490253789	face	0.0		147	dominance	042	1.0	1		54.245785177155994	1.2334929751941672
1.0	11.935707877732057	rating	1.0		666	dominance	042	1.0	1		55.47927815235016	5.558998162297939
1.0	17.494706040029996	fix	2.0		60	dominance	042	1.0	1	-1.5499999999999998	61.0382763146481	0.5083970451851201
2.0	18.003103085215116	face	0.0		148	dominance	091	1.0	1		61.54667335983322	1.2418184803827899
2.0	19.244921565597906	rating	1.0		184	dominance	091	1.0	1		62.78849184021601	1.5418527109122806
2.0	20.786774276510187	fix	2.0		60	dominance	091	1.0	1	-3.64	64.33034455112829	0.5167497174625169
3.0	21.303523993972703	face	0.0		147	dominance	064	1.0	1		64.84709426859081	1.2334621858281025
3.0	22.536986179800806	rating	1.0		157	dominance	064	1.0	1		66.08055645441891	1.3168243967702438
3.0	23.85381057657105	fix	2.0		60	dominance	064	1.0	1	-3.17	67.39738085118915	0.5084691888987436
4.0	24.362279765469793	face	0.0		148	dominance	039	1.0	1		67.9058500400879	1.2417363754029793
4.0	25.604016140872773	rating	1.0		498	dominance	039	1.0	1		69.14758641549088	4.158840834670627
4.0	29.7628569755434	fix	2.0		60	dominance	039	1.0	1	0.3700000000000001	73.3064272501615	0.5084151565788488
5.0	30.27127213212225	face	0.0		148	dominance	038	1.0	1		73.81484240674035	1.2417895021535514
5.0	31.5130616342758	rating	1.0		150	dominance	038	1.0	1		75.0566319088939	1.258484281726851
5.0	32.77154591600265	fix	2.0		60	dominance	038	1.0	1	1.38	76.31511619062076	0.5167545471667836
6.0	33.288300463169435	face	0.0		147	dominance	024	1.0	1		76.83187073778754	1.2334612802587799
6.0	34.521761743428215	rating	1.0		145	dominance	024	1.0	1		78.06533201804632	1.2168190237225645
6.0	35.73858076715078	fix	2.0		60	dominance	024	1.0	1	1.12	79.28215104176888	0.5167445859005966
7.0	36.255325353051376	face	0.0		147	dominance	009	1.0	1		79.79889562766948	1.2334597709759691
7.0	37.488785124027345	rating	1.0		60	dominance	009	1.0	1		81.03235539864545	0.5084003656083951
7.0	37.99718548963574	fix	2.0		60	dominance	009	1.0	1	-0.98	81.54075576425384	0.5167551508802717
8.0	38.51394064051601	face	0.0		147	dominance	018	1.0	1		82.05751091513412	1.2334579598355049
8.0	39.74739860035152	rating	1.0		86	dominance	018	1.0	1		83.29096887496962	0.7250772149036493
8.0	40.472475815255166	fix	2.0		60	dominance	018	1.0	1	0.41999999999999993	84.01604608987327	0.516753641597461
9.0	40.98922945685263	face	0.0		147	dominance	043	1.0	1		84.53279973147073	1.2334594691183156
9.0	42.22268892597094	rating	1.0		93	dominance	043	1.0	1		85.76625920058905	0.7834345357696293
9.0	43.00612346174057	fix	2.0		60	dominance	043	1.0	1	-0.8999999999999999	86.54969373635868	0.5167554527361062
10.0	43.52287891447668	face	0.0		147	dominance	126	1.0	1		87.06644918909478	1.2334567524103477
10.0	44.756335666887026	rating	1.0		84	dominance	126	1.0	1		88.29990594150513	0.7084180544006813
10.0	45.46475372128771	fix	2.0		60	dominance	126	1.0	1	-0.9500000000000002	89.00832399590581	0.5167460951834073
11.0	45.981499816471114	face	0.0		147	dominance	066	1.0	1		89.52507009108922	1.2334673173900228
11.0	47.21496713386114	rating	1.0		88	dominance	066	1.0	1		90.75853740847924	0.7417463366691663
11.0	47.9567134705303	fix	2.0		60	dominance	066	1.0	1	0.9199999999999999	91.50028374514841	0.5167539434532955
12.0	48.4734674139836	face	0.0		147	dominance	030	1.0	1		92.0170376886017	1.2334600728318037
12.0	49.7069274868154	rating	1.0		122	dominance	030	1.0	1		93.25049776143351	1.0251226141263032
12.0	50.732050100941706	fix	2.0		60	dominance	030	1.0	1	0.4900000000000002	94.27562037555981	0.5167521323146502
13.0	51.248802233256356	face	0.0		147	dominance	062	1.0	1		94.79237250787446	1.2334609784011263
13.0	52.48226321165748	rating	1.0		251	dominance	062	1.0	1		96.02583348627559	2.100257725112897
13.0	54.58252093677038	fix	2.0		60	dominance	062	1.0	1	1.42	98.12609121138848	0.5167539434532955
14.0	55.099274880223675	face	0.0		147	dominance	124	1.0	1		98.64284515484178	1.2334603746894572
14.0	56.33273525491313	rating	1.0		216	dominance	124	1.0	1		99.87630552953124	1.8085414533543371
14.0	58.14127670826747	fix	2.0		60	dominance	124	1.0	1	1.0199999999999996	101.68484698288557	0.516757565732405
15.0	58.658034273999874	face	0.0		147	dominance	172	1.0	1		102.20160454861798	1.2334627895397716
15.0	59.891497063539646	rating	1.0		104	dominance	172	1.0	1		103.43506733815775	0.8751020275103656
15.0	60.76659909105001	fix	2.0		60	dominance	172	1.0	1	2.25	104.31016936566812	0.516750321176005
16.0	61.283349412226016	face	0.0		147	dominance	082	1.0	1		104.82691968684412	1.2334564505526942
16.0	62.51680586277871	rating	1.0		95	dominance	082	1.0	1		106.06037613739682	0.8000949036959355
16.0	63.316900766474646	fix	2.0		60	dominance	082	1.0	1	-0.98	106.86047104109275	0.5167524341704848
17.0	63.83365320064513	face	0.0		147	dominance	033	1.0	1		107.37722347526324	1.233479089794855
17.0	65.06713229043999	rating	1.0		73	dominance	033	1.0	1		108.61070256505809	0.6167224900018482
17.0	65.68385478044183	fix	2.0		60	dominance	033	1.0	1	1.4699999999999998	109.22742505505994	0.516753641597461
18.0	66.2006084220393	face	0.0		147	dominance	070	1.0	1		109.7441786966574	1.2334594691183156
18.0	67.43406789115761	rating	1.0		80	dominance	070	1.0	1		110.97763816577572	0.6750810182966234
18.0	68.10914890945423	fix	2.0		60	dominance	070	1.0	1	1.4800000000000004	111.65271918407234	0.5167584713017277
19.0	68.62590738075596	face	0.0		147	dominance	144	1.0	1		112.16947765537407	1.233465204391905
19.0	69.85937258514787	rating	1.0		59	dominance	144	1.0	1		113.40294285976597	0.5000504100426042
19.0	70.35942299519047	fix	2.0		60	dominance	144	1.0	1	-0.9199999999999999	113.90299326980858	0.516760282440373
20.0	70.87618327763084	face	0.0		147	dominance	136	1.0	1		114.41975355224895	1.233455243127537
20.0	72.10963852075838	rating	1.0		168	dominance	136	1.0	1		115.65320879537649	1.4085024534906552
20.0	73.51814097424904	fix	2.0		60	dominance	136	1.0	1	-2.2800000000000002	117.06171124886714	0.516750321174186
21.0	74.03489129542322	face	0.0		147	dominance	034	1.0	1		117.57846157004133	1.2334621858281025
21.0	75.26835348125132	rating	1.0		54	dominance	034	1.0	1		118.81192375586943	0.4583791149088938
21.0	75.72673259616022	fix	2.0		60	dominance	034	1.0	1	-1.0699999999999998	119.27030287077832	0.5167530378839729
22.0	76.24348563404419	face	0.0		147	dominance	061	1.0	1		119.7870559086623	1.23346852481518
22.0	77.47695415885937	rating	1.0		385	dominance	061	1.0	1		121.02052443347748	3.217045416127803
22.0	80.69399957498717	fix	2.0		60	dominance	061	1.0	1	1.92	124.23756984960528	0.5167587731575622
23.0	81.21075834814474	face	0.0		147	dominance	005	1.0	1		124.75432862276284	1.2334597709759691
23.0	82.4442181191207	rating	1.0		148	dominance	005	1.0	1		125.98778839373881	1.2418151599595149
23.0	83.68603327908022	fix	2.0		60	dominance	005	1.0	1	-1.19	127.22960355369833	0.5167533397416264
24.0	84.20278661882185	face	0.0		147	dominance	006	1.0	1		127.74635689343995	1.2334576579796703
24.0	85.43624427680152	rating	1.0		116	dominance	006	1.0	1		128.97981455141962	0.9751176636782475
24.0	86.41136194047976	fix	2.0		60	dominance	006	1.0	1	1.13	129.95493221509787	0.5167479063220526
25.0	86.92810984680182	face	0.0		147	dominance	117	1.0	1		130.47168012141992	1.2334600728318037
25.0	88.16156991963362	rating	1.0		106	dominance	117	1.0	1		131.70514019425173	0.8917732622721815
