trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.05658660772769508	fix	0.0		714												87.54423697292623	5.96630606085273
-1.0	0.706465518672303	pulse	0.0	t													88.19411588387084	
-1.0	1.406449610924028	pulse	0.0	t													88.89409997612256	
-1.0	2.106432797610978	pulse	0.0	t													89.59408316280951	
-1.0	2.806419606556119	pulse	0.0	t													90.29406997175465	
-1.0	3.506406113646335	pulse	0.0	t													90.99405647884487	
-1.0	4.206384470656303	pulse	0.0	t													91.69403483585484	
-1.0	4.90637339258501	pulse	0.0	t													92.39402375778354	
-1.0	5.60635718298181	pulse	0.0	t													93.09400754818034	
0.0	6.022892668580425	face	0.0		144	20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	93.51054303377896	1.233333765992029
0.0	6.30634218079831	pulse	0.0	t		20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	93.79399254599684	
0.0	7.006343176918563	pulse	0.0	t		20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	94.4939935421171	
0.0	7.256226434572454	fix	1.0		444	20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	94.74387679977099	3.7582209402107765
0.0	7.706318817236024	pulse	1.0	t		20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	95.19396918243456	
0.0	8.406300192794333	pulse	1.0	t		20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	95.89395055799287	
0.0	9.106290322141831	pulse	1.0	t		20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	96.59394068734036	
0.0	9.80627230140999	pulse	1.0	t		20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	97.29392266660852	
0.0	10.50626786414432	pulse	1.0	t		20.0	female	white	3.9502586549940313	neutral	091	sub-02	1.0	4.0	091_neutral	0.0	97.99391822934285	
1.0	11.01444737478323	face	0.0		146	40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	98.50209773998176	1.241622698998981
1.0	11.206216639383456	pulse	0.0	t		40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	98.69386700458199	
1.0	11.906347131216535	pulse	0.0	t		40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	99.39399749641507	
1.0	12.256070073782212	fix	1.0		444	40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	99.74372043898074	3.7583742824535875
1.0	12.606216216787288	pulse	1.0	t		40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	100.09386658198582	
1.0	13.30620483686107	pulse	1.0	t		40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	100.7938552020596	
1.0	14.006186514274304	pulse	1.0	t		40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	101.49383687947284	
1.0	14.70617121023497	pulse	1.0	t		40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	102.1938215754335	
1.0	15.406157415470261	pulse	1.0	t		40.0	male	white	1.868682849184242	neutral	172	sub-02	1.0	4.0	172_neutral	0.0	102.8938077806688	
2.0	16.0144443562358	face	0.0		146	47.0	male	east_asian	2.171110226820533	neutral	024	sub-02	1.0	4.0	024_neutral	0.0	103.50209472143433	1.2415620261817821
