trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.005215431621763855	cue	0.0		480						716.4691672847257	4.000447951199021
0.0	4.005663382820785	fix	1.0		120						720.4696152359247	1.017153753200546
0.0	5.022817136021331	face	0.0		147	attractiveness	141	1.0	2		721.4867689891253	1.2833614208211657
0.0	6.306178556842497	rating	1.0		186	attractiveness	141	1.0	2		722.7701304099464	1.5582516139547806
0.0	7.864430170797277	fix	2.0		60	attractiveness	141	1.0	2	0.8499999999999996	724.3283820239012	0.5167563625436742
1.0	8.381186533340951	face	0.0		147	attractiveness	137	1.0	2		724.8451383864449	1.2334447476023342
1.0	9.614631280943286	rating	1.0		143	attractiveness	137	1.0	2		726.0785831340472	1.2001300386618823
1.0	10.814761319605168	fix	2.0		60	attractiveness	137	1.0	2	0.9100000000000001	727.2787131727091	0.5167539477115497
2.0	11.331515267316718	face	0.0		147	attractiveness	092	1.0	2		727.7954671204207	1.2334453513321932
2.0	12.564960618648911	rating	1.0		59	attractiveness	092	1.0	2		729.0289124717528	0.5000538809108548
2.0	13.065014499559766	fix	2.0		60	attractiveness	092	1.0	2	-1.2200000000000002	729.5289663526637	0.5167566644086037
3.0	13.58177116396837	face	0.0		147	attractiveness	087	1.0	2		730.0457230170723	1.2334444457665086
3.0	14.815215609734878	rating	1.0		74	attractiveness	087	1.0	2		731.2791674628388	0.625074218318332
3.0	15.44028982805321	fix	2.0		60	attractiveness	087	1.0	2	-0.31000000000000005	731.9042416811571	0.5167460995144211
4.0	15.957035927567631	face	0.0		147	attractiveness	036	1.0	2		732.4209877806716	1.2334459550329484
4.0	17.19048188260058	rating	1.0		127	attractiveness	036	1.0	2		733.6544337357045	1.0667833633779082
4.0	18.257265245978488	fix	2.0		60	attractiveness	036	1.0	2	0.9299999999999997	734.7212170990824	0.516755758842919
5.0	18.774021004821407	face	0.0		147	attractiveness	038	1.0	2		735.2379728579253	1.2334450494672637
5.0	20.00746605428867	rating	1.0		97	attractiveness	038	1.0	2		736.4714179073926	0.8167544608586468
5.0	20.824220515147317	fix	2.0		60	attractiveness	038	1.0	2	-0.8399999999999999	737.2881723682513	0.5167602866422385
6.0	21.340980801789556	face	0.0		147	attractiveness	124	1.0	2		737.8049326548935	1.2334396161022596
6.0	22.574420417891815	rating	1.0		92	attractiveness	124	1.0	2		739.0383722709958	0.7750838323845528
6.0	23.349504250276368	fix	2.0		60	attractiveness	124	1.0	2	1.5199999999999996	739.8134561033803	0.5167554569779895
7.0	23.866259707254358	face	0.0		147	attractiveness	030	1.0	2		740.3302115603583	1.2334474642993882
7.0	25.099707171553746	rating	1.0		102	attractiveness	030	1.0	2		741.5636590246577	0.8584241837961599
7.0	25.958131355349906	fix	2.0		60	attractiveness	030	1.0	2	1.3499999999999996	742.4220832084538	0.5167542495764792
8.0	26.474885604926385	face	0.0		147	attractiveness	117	1.0	2		742.9388374580303	1.233444143901579
8.0	27.708329748827964	rating	1.0		108	attractiveness	117	1.0	2		744.1722816019319	0.908435337303672
8.0	28.616765086131636	fix	2.0		60	attractiveness	117	1.0	2	1.1500000000000004	745.0807169392356	0.5167548533063382
