trial_nr	onset	event_type	phase	response	nr_frames	trial_type	stim_name	task_probe	onset_abs	duration
0.0	0.05649091975465126	baseline	0.0		41.0		baseline	0.0	90.63246430340541	0.3497386390149586
0.0	0.40622955876960987	ISI	1.0		11.0		baseline	0.0	90.98220294242037	0.09999695126634833
1.0	0.5062265100359582	baseline	0.0		48.0		baseline	0.0	91.08219989368672	0.3999905217592641
1.0	0.7063366266697813	pulse	0.0	t			baseline	0.0	91.28231001032054	
1.0	0.9062170317952223	ISI	1.0		11.0		baseline	0.0	91.48219041544598	0.10001325142593487
2.0	1.0062302832211572	baseline	0.0		48.0		baseline	0.0	91.58220366687192	0.399955204746675
2.0	1.4061854879678322	ISI	1.0		11.0		baseline	0.0	91.9821588716186	0.09999936610483928
2.0	1.4107824348270697	pulse	1.0	t			baseline	0.0	91.98675581847783	
3.0	1.5061848540726714	baseline	0.0		48.0		baseline	0.0	92.08215823772343	0.3999914273235845
3.0	1.906176281396256	ISI	1.0		11.0		baseline	0.0	92.48214966504702	0.09999634755695297
4.0	2.006172628953209	baseline	0.0		48.0		baseline	0.0	92.58214601260397	0.39999112546865945
4.0	2.106288812868115	pulse	0.0	t			baseline	0.0	92.68226219651888	
4.0	2.4061637544218684	ISI	1.0		11.0		baseline	0.0	92.98213713807263	0.09999815868559381
5.0	2.506161913107462	baseline	0.0		48.0		baseline	0.0	93.08213529675822	0.39999263474283
5.0	2.806267773588388	pulse	0.0	t			baseline	0.0	93.38224115723915	
5.0	2.906154547850292	ISI	1.0		11.0		baseline	0.0	93.48212793150105	0.0999975549757437
6.0	3.006152102826036	baseline	0.0		48.0		baseline	0.0	93.5821254864768	0.3999914273235845
6.0	3.4061435301496203	ISI	1.0		11.0		baseline	0.0	93.98211691380038	0.0999951401377075
7.0	3.506138670287328	baseline	0.0		47.0		baseline	0.0	94.08211205393809	0.3999923328879049
7.0	3.510193485912623	pulse	0.0	t			baseline	0.0	94.08616686956339	
7.0	3.9061310031752328	ISI	1.0		11.0		baseline	0.0	94.482104386826	0.10000147908840518
8.0	4.006132482263638	baseline	0.0		48.0		baseline	0.0	94.5821058659144	0.3999878050658481
8.0	4.206238976639725	pulse	0.0	t			baseline	0.0	94.78221236029049	
8.0	4.406120287329486	ISI	1.0		11.0		baseline	0.0	94.98209367098025	0.10000359207197107
9.0	4.506123879401457	baseline	0.0		48.0		baseline	0.0	95.08209726305222	0.39998961619494366
9.0	4.906113495596401	ISI	1.0		11.0		baseline	0.0	95.48208687924716	0.09999574384710286
9.0	4.910644939962367	pulse	1.0	t			baseline	0.0	95.48661832361313	
10.0	5.006109239443504	baseline	0.0		48.0		baseline	0.0	95.58208262309427	0.3999905217592641
10.0	5.406099761202768	ISI	1.0		11.0		baseline	0.0	95.98207314485353	0.09999785683066875
11.0	5.5060976180334364	baseline	0.0		48.0		baseline	0.0	96.0820710016842	0.39999414401654576
11.0	5.606212594529552	pulse	0.0	t			baseline	0.0	96.18218597818031	
11.0	5.906091762049982	ISI	1.0		7.0		baseline	0.0	96.48206514570074	0.1250140739807648
12.0	6.031105836030747	car	0.0		45.0	object	car-90.jpg	0.0	96.60707921968151	0.37495921186882697
12.0	6.3061800847667655	pulse	0.0	t		object	car-90.jpg	0.0	96.88215346841753	
12.0	6.406065047899574	ISI	1.0		6.0	object	car-90.jpg	0.0	96.98203843155034	0.11668016460771469
13.0	6.522745212507289	car	0.0		46.0	object	car-43.jpg	0.0	97.09871859615805	0.3832750099536497
13.0	6.906020222460938	ISI	1.0		5.0	object	car-43.jpg	0.0	97.4819936061117	0.1166973703311669
14.0	7.022717592792105	car	0.0		45.0	object	car-72.jpg	0.0	97.59869097644287	0.3832943286615773
14.0	7.014800846763137	pulse	0.0	t		object	car-72.jpg	0.0	97.5907742304139	
14.0	7.406011921453683	ISI	1.0		6.0	object	car-72.jpg	0.0	97.98198530510444	0.11668137202650541
15.0	7.522693293480188	car	0.0		46.0	object	car-35.jpg	0.0	98.09866667713095	0.3833091195469933
15.0	7.706122309756665	pulse	0.0	t		object	car-35.jpg	0.0	98.28209569340743	
15.0	7.906002413027181	ISI	1.0		7.0	object	car-35.jpg	0.0	98.48197579667794	0.11668469242977153
16.0	8.022687105456953	car	0.0		46.0	object	car-35.jpg	1.0	98.59866048910771	0.38330338430523625
16.0	8.405990489762189	ISI	1.0		7.0	object	car-35.jpg	1.0	98.98196387341295	0.11667865533354416
16.0	8.446403415064651	pulse	1.0	t		object	car-35.jpg	1.0	99.02237679871541	
17.0	8.522669145095733	car	0.0		45.0	object	car-63.jpg	0.0	99.0986425287465	0.38331153438548426
17.0	8.514506991108192	response	0.0	b		object	car-63.jpg	0.0	99.09048037475895	
17.0	8.905980679481218	ISI	1.0		6.0	object	car-63.jpg	0.0	99.48195406313198	0.11668227759082583
18.0	9.022662957072043	car	0.0		46.0	object	car-85.jpg	0.0	99.5986363407228	0.38328829156534994
18.0	9.106090494260116	pulse	0.0	t		object	car-85.jpg	0.0	99.68206387791088	
18.0	9.405951248637393	ISI	1.0		7.0	object	car-85.jpg	0.0	99.98192463228816	0.11671125565271723
19.0	9.52266250429011	car	0.0		46.0	object	car-115.jpg	0.0	100.09863588794087	0.38329644164468846
19.0	9.806073680947065	pulse	0.0	t		object	car-115.jpg	0.0	100.38204706459783	
19.0	9.905958945934799	ISI	1.0		7.0	object	car-115.jpg	0.0	100.48193232958556	0.11668257944620564
20.0	10.022641525381005	car	0.0		46.0	object	car-57.jpg	0.0	100.59861490903177	0.38330821398221815
20.0	10.405949739363223	ISI	1.0		6.0	object	car-57.jpg	0.0	100.98192312301398	0.11667986275278963
21.0	10.522629602116012	car	0.0		45.0	object	car-106.jpg	0.0	101.09860298576677	0.38330791212774784
21.0	10.514807638496222	pulse	0.0	t		object	car-106.jpg	0.0	101.09078102214698	
21.0	10.90593751424376	ISI	1.0		7.0	object	car-106.jpg	0.0	101.48191089789452	0.11668167388143047
22.0	11.02261918812519	car	0.0		46.0	object	car-46.jpg	0.0	101.59859257177595	0.3833064028535773
22.0	11.206043072869761	pulse	0.0	t		object	car-46.jpg	0.0	101.78201645652052	
22.0	11.405925590978768	ISI	1.0		7.0	object	car-46.jpg	0.0	101.98189897462953	0.11668378686499636
23.0	11.522609377843764	car	0.0		46.0	object	car-111.jpg	0.0	102.09858276149453	0.3832879897104249
23.0	11.90589736755419	ISI	1.0		5.0	object	car-111.jpg	0.0	102.48187075120495	0.11670069073443301
23.0	11.959121010875606	pulse	1.0	t		object	car-111.jpg	0.0	102.53509439452637	
24.0	12.022598058288622	adult	0.0		46.0	face	adult-81.jpg	0.0	102.59857144193938	0.38330519543433184
24.0	12.405903253722954	ISI	1.0		7.0	face	adult-81.jpg	0.0	102.98187663737372	0.11668559799409195
25.0	12.522588851717046	adult	0.0		46.0	face	adult-27.jpg	0.0	103.09856223536781	0.38333658833425943
25.0	12.606047178095196	pulse	0.0	t		face	adult-27.jpg	0.0	103.18202056174596	
25.0	12.905925440051305	ISI	1.0		7.0	face	adult-27.jpg	0.0	103.48189882370207	0.11669103138046921
26.0	13.022616471431775	adult	0.0		46.0	face	adult-57.jpg	0.0	103.59858985508254	0.3832698784221975
