trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.009409609132490004	cue	0.0		479						36.87263959865868	3.992074593482357
0.0	4.001484202614847	fix	1.0		120						40.86471419214104	1.0251565853377542
0.0	5.026640787952601	face	0.0		146	attractiveness	038	1.0	1		41.88987077747879	1.2753272822219515
0.0	6.301968070174553	rating	1.0		171	attractiveness	038	1.0	1		43.16519805970074	1.4332362378463586
0.0	7.735204308020911	fix	2.0		60	attractiveness	038	1.0	1	-2.73	44.5984342975471	0.5167599890128258
1.0	8.251964297033737	face	0.0		147	attractiveness	082	1.0	1		45.11519428655993	1.2334267059877675
1.0	9.485391003021505	rating	1.0		122	attractiveness	082	1.0	1		46.348620992547694	1.0251001391534373
1.0	10.510491142174942	fix	2.0		60	attractiveness	082	1.0	1	1.38	47.37372113170113	0.5167433871938556
2.0	11.027234529368798	face	0.0		147	attractiveness	006	1.0	1		47.89046451889499	1.2334496466828568
2.0	12.260684176051655	rating	1.0		151	attractiveness	006	1.0	1		49.123914165577844	1.266787004699836
2.0	13.52747118075149	fix	2.0		60	attractiveness	006	1.0	1	-2.98	50.39070117027768	0.5167790056411832
3.0	14.044250186392674	face	0.0		147	attractiveness	066	1.0	1		50.90748017591886	1.2334046708465394
3.0	15.277654857239213	rating	1.0		101	attractiveness	066	1.0	1		52.1408848467654	0.8500894988965229
3.0	16.127744356135736	fix	2.0		60	attractiveness	066	1.0	1	0.3200000000000003	52.990974345661925	0.5167427834912814
4.0	16.644487139627017	face	0.0		147	attractiveness	141	1.0	1		53.50771712915321	1.233444817063173
4.0	17.87793195669019	rating	1.0		191	attractiveness	141	1.0	1		54.74116194621638	1.600165716338779
4.0	19.47809767302897	fix	2.0		60	attractiveness	141	1.0	1	0.5999999999999996	56.34132766255516	0.5167433871929461
5.0	19.994841060221916	face	0.0		147	attractiveness	100	1.0	1		56.858071049748105	1.2334357615254703
5.0	21.228276821747386	rating	1.0		140	attractiveness	100	1.0	1		58.091506811273575	1.1751193067084387
5.0	22.403396128455825	fix	2.0		60	attractiveness	100	1.0	1	3.1100000000000003	59.266626117982014	0.5167482168135393
6.0	22.920144345269364	face	0.0		147	attractiveness	011	1.0	1		59.78337433479555	1.2334402892947764
6.0	24.15358463456414	rating	1.0		163	attractiveness	011	1.0	1		61.01681462409033	1.366799984303725
6.0	25.520384618867865	fix	2.0		60	attractiveness	011	1.0	1	0.4400000000000004	62.383614608394055	0.5167627056735
7.0	26.037147324541365	face	0.0		147	attractiveness	024	1.0	1		62.900377314067555	1.2334270078390546
7.0	27.27057433238042	rating	1.0		76	attractiveness	024	1.0	1		64.13380432190661	0.641732746937123
7.0	27.912307079317543	fix	2.0		60	attractiveness	024	1.0	1	-0.7599999999999998	64.77553706884373	0.5167346335074399
8.0	28.429041712824983	face	0.0		147	attractiveness	117	1.0	1		65.29227170235117	1.2334417985503023
8.0	29.662483511375285	rating	1.0		101	attractiveness	117	1.0	1		66.52571350090147	0.8417529709713563
8.0	30.50423648234664	fix	2.0		60	attractiveness	117	1.0	1	0.79	67.36746647187283	0.5167476131109652
9.0	31.020984095457607	face	0.0		147	attractiveness	027	1.0	1		67.8842140849838	1.233440591145154
9.0	32.25442468660276	rating	1.0		87	attractiveness	027	1.0	1		69.11765467612895	0.7250675392178891
9.0	32.97949222582065	fix	2.0		60	attractiveness	027	1.0	1	2.01	69.84272221534684	0.5167436890451427
10.0	33.49623591486579	face	0.0		147	attractiveness	034	1.0	1		70.35946590439198	1.233450250385431
10.0	34.72968616525122	rating	1.0		75	attractiveness	034	1.0	1		71.59291615477741	0.6333859560691053
10.0	35.36307212132033	fix	2.0		60	attractiveness	034	1.0	1	-0.6400000000000001	72.22630211084652	0.5167530464332231
11.0	35.87982516775355	face	0.0		147	attractiveness	136	1.0	1		72.74305515727974	1.2334294226493512
11.0	37.1132545904029	rating	1.0		152	attractiveness	136	1.0	1		73.97648457992909	1.2667987768991225
11.0	38.380053367302025	fix	2.0		60	attractiveness	136	1.0	1	-3.67	75.24328335682821	0.5167503297725489
12.0	38.896803697074574	face	0.0		147	attractiveness	009	1.0	1		75.76003368660076	1.233440289293867
12.0	40.13024398636844	rating	1.0		132	attractiveness	009	1.0	1		76.99347397589463	1.1084394592035096
12.0	41.23868344557195	fix	2.0		60	attractiveness	009	1.0	1	3.5999999999999996	78.10191343509814	0.5167412742348461
13.0	41.7554247198068	face	0.0		147	attractiveness	126	1.0	1		78.61865470933299	1.2334427041041636
13.0	42.98886742391096	rating	1.0		119	attractiveness	126	1.0	1		79.85209741343715	1.0001005164676826
13.0	43.98896794037864	fix	2.0		60	attractiveness	126	1.0	1	2.05	80.85219792990483	0.5167436890442332
14.0	44.505711629422876	face	0.0		147	attractiveness	005	1.0	1		81.36894161894907	1.2334393837409152
14.0	45.73915101316379	rating	1.0		119	attractiveness	005	1.0	1		82.60238100268998	1.000103836830931
14.0	46.73925484999472	fix	2.0		60	attractiveness	005	1.0	1	-3.25	83.60248483952091	0.5167515371776972
15.0	47.25600638717242	face	0.0		147	attractiveness	172	1.0	1		84.11923637669861	1.2334303282032124
15.0	48.48943671537563	rating	1.0		128	attractiveness	172	1.0	1		85.35266670490182	1.0667851935922954
15.0	49.55622190896793	fix	2.0		60	attractiveness	172	1.0	1	-1.29	86.41945189849412	0.5167346335074399
16.0	50.07295654247537	face	0.0		147	attractiveness	043	1.0	1		86.93618653200156	1.233440289293867
16.0	51.306396831769234	rating	1.0		164	attractiveness	043	1.0	1		88.16962682129542	1.3751410399981978
16.0	52.68153787176743	fix	2.0		60	attractiveness	043	1.0	1	0.46999999999999975	89.54476786129362	0.5167497260699747
17.0	53.19828759783741	face	0.0		147	attractiveness	130	1.0	1		90.0615175873636	1.2334722855275686
17.0	54.431759883364975	rating	1.0		76	attractiveness	130	1.0	1		91.29498987289116	0.6417004488521343
17.0	55.07346033221711	fix	2.0		60	attractiveness	130	1.0	1	-0.4500000000000002	91.9366903217433	0.5167412742348461
18.0	55.590201606451956	face	0.0		147	attractiveness	101	1.0	1		92.45343159597815	1.2334417985512118
18.0	56.82364340500317	rating	1.0		93	attractiveness	101	1.0	1		93.68687339452936	0.7834042180693359
18.0	57.6070476230725	fix	2.0		60	attractiveness	101	1.0	1	0.9900000000000002	94.4702776125987	0.5167473112596781
19.0	58.12379493433218	face	0.0		147	attractiveness	018	1.0	1		94.98702492385837	1.2334451189144602
19.0	59.35724005324664	rating	1.0		84	attractiveness	018	1.0	1		96.22047004277283	0.7084044444582105
19.0	60.06564449770485	fix	2.0		60	attractiveness	018	1.0	1	0.3099999999999996	96.92887448723104	0.5167415760861331
20.0	60.582386073790985	face	0.0		147	attractiveness	012	1.0	1		97.44561606331717	1.2334336485664608
20.0	61.815819722357446	rating	1.0		132	attractiveness	012	1.0	1		98.67904971188364	1.1084542499147574
20.0	62.9242739722722	fix	2.0		60	attractiveness	012	1.0	1	3.3099999999999996	99.7875039617984	0.5167355390603916
21.0	63.441009511332595	face	0.0		147	attractiveness	036	1.0	1		100.30423950085878	1.2334469300221826
21.0	64.67445644135478	rating	1.0		160	attractiveness	036	1.0	1		101.53768643088097	1.3418079078992378
21.0	66.01626434925402	fix	2.0		61	attractiveness	036	1.0	1	0.6799999999999997	102.8794943387802	0.5250684447719323
22.0	66.54133279402595	face	0.0		146	attractiveness	144	1.0	1		103.40456278355214	1.225155377932424
22.0	67.76648817195837	rating	1.0		111	attractiveness	144	1.0	1		104.62971816148456	0.9333781079358232
22.0	68.6998662798942	fix	2.0		60	attractiveness	144	1.0	1	2.3	105.56309626942038	0.5167424816399944
23.0	69.21660876153419	face	0.0		147	attractiveness	039	1.0	1		106.07983875106038	1.2334427041041636
23.0	70.45005146563835	rating	1.0		110	attractiveness	039	1.0	1		107.31328145516454	0.9167654223356294
23.0	71.36681688797398	fix	2.0		60	attractiveness	039	1.0	1	2.0	108.23004687750017	0.5167358409125882
24.0	71.88355272888657	face	0.0		147	attractiveness	061	1.0	1		108.74678271841276	1.2334421004015894
24.0	73.11699482928816	rating	1.0		105	attractiveness	061	1.0	1		109.98022481881435	0.8834377235580178
24.0	74.00043255284618	fix	2.0		60	attractiveness	061	1.0	1	-2.06	110.86366254237237	0.5167364446151623
25.0	74.51716899746134	face	0.0		147	attractiveness	137	1.0	1		111.38039898698753	1.233438478187054
25.0	75.7506074756484	rating	1.0		91	attractiveness	137	1.0	1		112.61383746517458	0.7667435381190444
25.0	76.51735101376744	fix	2.0		60	attractiveness	137	1.0	1	0.20000000000000018	113.38058100329363	0.5167358409125882
26.0	77.03408685468003	face	0.0		147	attractiveness	092	1.0	1		113.89731684420622	1.233450552236718
26.0	78.26753740691674	rating	1.0		103	attractiveness	092	1.0	1		115.13076739644293	0.866793645427606
26.0	79.13433105234435	fix	2.0		60	attractiveness	092	1.0	1	-1.56	115.99756104187054	0.5167023354224511
27.0	79.6510333877668	face	0.0		147	attractiveness	102	1.0	1		116.51426337729299	1.2334309319057866
27.0	80.88446431967259	rating	1.0		204	attractiveness	102	1.0	1		117.74769430919878	1.7085170349755572
27.0	82.59298135464815	fix	2.0		60	attractiveness	102	1.0	1	-3.15	119.45621134417433	0.5167427834912814
28.0	83.10972413813943	face	0.0		147	attractiveness	062	1.0	1		119.97295412766562	1.2334384781861445
28.0	84.34316261632557	rating	1.0		88	attractiveness	062	1.0	1		121.20639260585176	0.7417439154332897
28.0	85.08490653175886	fix	2.0		60	attractiveness	062	1.0	1	-0.4900000000000002	121.94813652128505	0.5167412742348461
29.0	85.60164780599371	face	0.0		147	attractiveness	099	1.0	1		122.4648777955199	1.233442100402499
29.0	86.8350899063962	rating	1.0		112	attractiveness	099	1.0	1		123.6983198959224	0.9417620265085134
29.0	87.77685193290472	fix	2.0		60	attractiveness	099	1.0	1	-0.2799999999999998	124.64008192243091	0.5167367464655399
30.0	88.29358867937026	face	0.0		147	attractiveness	042	1.0	1		125.15681866889645	1.2334399874434894
30.0	89.52702866681375	rating	1.0		183	attractiveness	042	1.0	1		126.39025865633994	1.5334903966022466
30.0	91.060519063416	fix	2.0		60	attractiveness	042	1.0	1	0.4400000000000004	127.92374905294218	0.5167458020032427
31.0	91.57726486541924	face	0.0		147	attractiveness	033	1.0	1		128.44049485494543	1.233444817063173
31.0	92.81070968248241	rating	1.0		89	attractiveness	033	1.0	1		129.6739396720086	0.7500674637558404
31.0	93.56077714623825	fix	2.0		60	attractiveness	033	1.0	1	0.9699999999999998	130.42400713576444	0.5167485186648264
32.0	94.07752566490308	face	0.0		147	attractiveness	044	1.0	1		130.94075565442927	1.2334427041041636
32.0	95.31096836900724	rating	1.0		140	attractiveness	044	1.0	1		132.17419835853343	1.1751147789391325
32.0	96.48608314794637	fix	2.0		60	attractiveness	044	1.0	1	-0.5499999999999998	133.34931313747256	0.5167506316238359
33.0	97.00283377957021	face	0.0		147	attractiveness	070	1.0	1		133.8660637690964	1.2334378744844798
