trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.06021226244229183	fix	0.0		713												67.44957136992616	5.9578768322426185
-1.0	2.001687051749741	pulse	0.0	t													69.39104615923361	
-1.0	4.001609173891211	pulse	0.0	t													71.39096828137508	
0.0	6.01808909468491	face	0.0		145	28.0	female	east_asian	3.5766016713091924	neutral	127	sub-01	1.0	1.0	127_neutral	0.0	73.40744820216878	1.2333078771339387
0.0	6.010362886672738	pulse	0.0	t		28.0	female	east_asian	3.5766016713091924	neutral	127	sub-01	1.0	1.0	127_neutral	0.0	73.39972199415661	
0.0	7.251396971818849	fix	1.0		447	28.0	female	east_asian	3.5766016713091924	neutral	127	sub-01	1.0	1.0	127_neutral	0.0	74.64075607930272	3.758286747482998
0.0	8.00149114969463	pulse	1.0	t		28.0	female	east_asian	3.5766016713091924	neutral	127	sub-01	1.0	1.0	127_neutral	0.0	75.3908502571785	
0.0	10.001421421844498	pulse	1.0	t		28.0	female	east_asian	3.5766016713091924	neutral	127	sub-01	1.0	1.0	127_neutral	0.0	77.39078052932837	
1.0	11.009683719301847	face	0.0		147	23.0	male	east_asian	2.9733386390768017	neutral	045	sub-01	1.0	1.0	045_neutral	0.0	78.39904282678572	1.2415405930787529
1.0	12.001378558837132	pulse	0.0	t		23.0	male	east_asian	2.9733386390768017	neutral	045	sub-01	1.0	1.0	045_neutral	0.0	79.390737666321	
1.0	12.2512243123806	fix	1.0		448	23.0	male	east_asian	2.9733386390768017	neutral	045	sub-01	1.0	1.0	045_neutral	0.0	79.64058341986447	3.7665632319917677
1.0	14.001301888386934	pulse	1.0	t		23.0	male	east_asian	2.9733386390768017	neutral	045	sub-01	1.0	1.0	045_neutral	0.0	81.3906609958708	
2.0	16.017787544372368	face	0.0		147	19.0	male	white	2.894548348587346	smiling	063	sub-01	1.0	1.0	063_smiling	0.0	83.40714665185624	1.233305462316821
2.0	16.00418397285739	pulse	0.0	t		19.0	male	white	2.894548348587346	smiling	063	sub-01	1.0	1.0	063_smiling	0.0	83.39354308034126	
2.0	17.25109300668919	fix	1.0		447	19.0	male	white	2.894548348587346	smiling	063	sub-01	1.0	1.0	063_smiling	0.0	84.64045211417306	3.758217925189001
2.0	18.001187788268908	pulse	1.0	t		19.0	male	white	2.894548348587346	smiling	063	sub-01	1.0	1.0	063_smiling	0.0	85.39054689575278	
2.0	20.001131643766257	pulse	1.0	t		19.0	male	white	2.894548348587346	smiling	063	sub-01	1.0	1.0	063_smiling	0.0	87.39049075125013	
3.0	21.00931093187819	face	0.0		147	24.0	female	east_asian	4.409868682849185	neutral	030	sub-01	1.0	1.0	030_neutral	0.0	88.39867003936206	1.241632959841354
3.0	22.001066745550816	pulse	0.0	t		24.0	female	east_asian	4.409868682849185	neutral	030	sub-01	1.0	1.0	030_neutral	0.0	89.39042585303469	
3.0	22.250943891719544	fix	1.0		448	24.0	female	east_asian	4.409868682849185	neutral	030	sub-01	1.0	1.0	030_neutral	0.0	89.64030299920341	3.7665466301223205
3.0	24.00102026031709	pulse	1.0	t		24.0	female	east_asian	4.409868682849185	neutral	030	sub-01	1.0	1.0	030_neutral	0.0	91.39037936780096	
4.0	26.017490521841864	face	0.0		147	22.0	male	black	2.767608436132113	neutral	044	sub-01	1.0	1.0	044_neutral	0.0	93.40684962932573	1.2333154234383983
4.0	26.00388936514446	pulse	0.0	t		22.0	male	black	2.767608436132113	neutral	044	sub-01	1.0	1.0	044_neutral	0.0	93.39324847262833	
4.0	27.250805945280263	fix	1.0		447	22.0	male	black	2.767608436132113	neutral	044	sub-01	1.0	1.0	044_neutral	0.0	94.64016505276413	3.758210680737193
4.0	28.000887747216893	pulse	1.0	t		22.0	male	black	2.767608436132113	neutral	044	sub-01	1.0	1.0	044_neutral	0.0	95.39024685470076	
4.0	30.00083975272264	pulse	1.0	t		22.0	male	black	2.767608436132113	neutral	044	sub-01	1.0	1.0	044_neutral	0.0	97.39019886020651	
5.0	31.009016626017456	face	0.0		147	21.0	female	white	3.9920413847990446	smiling	007	sub-01	1.0	1.0	007_smiling	0.0	98.39837573350133	1.2416320542847643
5.0	32.00077153413349	pulse	0.0	t		21.0	female	white	3.9920413847990446	smiling	007	sub-01	1.0	1.0	007_smiling	0.0	99.39013064161736	
5.0	32.25064868030222	fix	1.0		448	21.0	female	white	3.9920413847990446	smiling	007	sub-01	1.0	1.0	007_smiling	0.0	99.64000778778609	3.7665493467920896
5.0	34.000715993335234	pulse	1.0	t		21.0	female	white	3.9920413847990446	smiling	007	sub-01	1.0	1.0	007_smiling	0.0	101.3900751008191	
6.0	36.01719802709431	face	0.0		147	20.0	male	black	2.609629924393156	neutral	043	sub-01	1.0	1.0	043_neutral	0.0	103.40655713457818	1.2333154234379435
6.0	36.003461942479134	pulse	0.0	t		20.0	male	black	2.609629924393156	neutral	043	sub-01	1.0	1.0	043_neutral	0.0	103.392821049963	
6.0	37.25051345053225	fix	1.0		447	20.0	male	black	2.609629924393156	neutral	043	sub-01	1.0	1.0	043_neutral	0.0	104.63987255801612	3.76653425418408
6.0	38.00060551544266	pulse	1.0	t		20.0	male	black	2.609629924393156	neutral	043	sub-01	1.0	1.0	043_neutral	0.0	105.38996462292653	
6.0	40.00053518388813	pulse	1.0	t		20.0	male	black	2.609629924393156	neutral	043	sub-01	1.0	1.0	043_neutral	0.0	107.389894291372	
7.0	41.01704770471633	face	0.0		146	29.0	male	east_asian	2.899323517707918	smiling	067	sub-01	1.0	1.0	067_smiling	0.0	108.4064068122002	1.2333057641685627
7.0	42.000487189394335	pulse	0.0	t		29.0	male	east_asian	2.899323517707918	smiling	067	sub-01	1.0	1.0	067_smiling	0.0	109.3898462968782	
7.0	42.250353468884896	fix	1.0		448	29.0	male	east_asian	2.899323517707918	smiling	067	sub-01	1.0	1.0	067_smiling	0.0	109.63971257636877	3.7665303301055246
7.0	44.0004174615442	pulse	1.0	t		29.0	male	east_asian	2.899323517707918	smiling	067	sub-01	1.0	1.0	067_smiling	0.0	111.38977656902807	
8.0	46.01688379899042	face	0.0		147	35.0	male	white	2.104257859132511	smiling	105	sub-01	1.0	1.0	105_smiling	0.0	113.40624290647429	1.233347117915855
8.0	46.00302003090974	pulse	0.0	t		35.0	male	white	2.104257859132511	smiling	105	sub-01	1.0	1.0	105_smiling	0.0	113.39237913839361	
8.0	47.250230916906276	fix	1.0		447	35.0	male	white	2.104257859132511	smiling	105	sub-01	1.0	1.0	105_smiling	0.0	114.63959002439015	3.7665122189755493
8.0	48.00029702253005	pulse	1.0	t		35.0	male	white	2.104257859132511	smiling	105	sub-01	1.0	1.0	105_smiling	0.0	115.38965613001392	
8.0	50.00026713916577	pulse	1.0	t		35.0	male	white	2.104257859132511	smiling	105	sub-01	1.0	1.0	105_smiling	0.0	117.38962624664964	
9.0	51.016743135881825	face	0.0		146	21.0	female	black	2.4994031038599283	neutral	129	sub-01	1.0	1.0	129_neutral	0.0	118.4061022433657	1.2333163289945333
9.0	52.00018141315104	pulse	0.0	t		21.0	female	black	2.4994031038599283	neutral	129	sub-01	1.0	1.0	129_neutral	0.0	119.38954052063491	
9.0	52.25005946487636	fix	1.0		448	21.0	female	black	2.4994031038599283	neutral	129	sub-01	1.0	1.0	129_neutral	0.0	119.63941857236023	3.758342288280801
9.0	54.00012315568347	pulse	1.0	t		21.0	female	black	2.4994031038599283	neutral	129	sub-01	1.0	1.0	129_neutral	0.0	121.38948226316734	
10.0	56.00840175315716	face	0.0		148	22.0	female	west_asian	3.8205332272184642	smiling	066	sub-01	1.0	1.0	066_smiling	0.0	123.39776086064103	1.2415170486106035
10.0	56.00261041752174	pulse	0.0	t		22.0	female	west_asian	3.8205332272184642	smiling	066	sub-01	1.0	1.0	066_smiling	0.0	123.3919695250056	
10.0	57.24991880176776	fix	1.0		447	22.0	female	west_asian	3.8205332272184642	smiling	066	sub-01	1.0	1.0	066_smiling	0.0	124.63927790925163	3.758209775180603
10.0	58.000013281495285	pulse	1.0	t		22.0	female	west_asian	3.8205332272184642	smiling	066	sub-01	1.0	1.0	066_smiling	0.0	125.38937238897915	
10.0	59.999953212914534	pulse	1.0	t		22.0	female	west_asian	3.8205332272184642	smiling	066	sub-01	1.0	1.0	066_smiling	0.0	127.3893123203984	
11.0	61.008128576948366	face	0.0		147	22.0	female	white	4.614007162753682	smiling	009	sub-01	1.0	1.0	009_smiling	1.0	128.39748768443224	1.24163507280673
11.0	61.999881372099026	pulse	0.0	t		22.0	female	white	4.614007162753682	smiling	009	sub-01	1.0	1.0	009_smiling	1.0	129.3892404795829	
