trial_nr	onset	event_type	phase	response	nr_frames	face_age	face_sex	face_eth	attractiveness	expression	face_id	sub_id	ses	run	trial_type	catch	onset_abs	duration
-1.0	0.05624668150448997	fix	0.0		714												25.068159913260388	5.966246195520398
-1.0	0.7060966152921537	pulse	0.0	t													25.71800984704805	
-1.0	1.4060668224028632	pulse	0.0	t													26.41798005415876	
-1.0	2.1060575555165997	pulse	0.0	t													27.117970787272498	
-1.0	2.806038025628368	pulse	0.0	t													27.817951257384266	
-1.0	3.5060257402119532	pulse	0.0	t													28.51793897196785	
-1.0	4.205998965851904	pulse	0.0	t													29.217912197607802	
-1.0	4.905987585994808	pulse	0.0	t													29.917900817750706	
-1.0	5.605963226458698	pulse	0.0	t													30.617876458214596	
0.0	6.022492877024888	face	0.0		144	24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	31.034406108780786	1.233305190572537
0.0	6.305955166983949	pulse	0.0	t		24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	31.317868398739847	
0.0	7.0059220537114015	pulse	0.0	t		24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	32.0178352854673	
0.0	7.255798067597425	fix	1.0		445	24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	32.26771129935332	3.7582335684064674
0.0	7.70589859973461	pulse	1.0	t		24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	32.71781183149051	
0.0	8.405882692081832	pulse	1.0	t		24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	33.41779592383773	
0.0	9.105866784429963	pulse	1.0	t		24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	34.11778001618586	
0.0	9.805840010069915	pulse	1.0	t		24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	34.81775324182581	
0.0	10.505824404271152	pulse	1.0	t		24.0	female	black	3.0955033824114606	smiling	099	sub-03	1.0	6.0	099_smiling	0.0	35.51773763602705	
1.0	11.014031636003892	face	0.0		146	27.0	male	black	3.5523278949462798	smiling	042	sub-03	1.0	6.0	042_smiling	0.0	36.02594486775979	1.241643577429386
1.0	11.205809704030798	pulse	0.0	t		27.0	male	black	3.5523278949462798	smiling	042	sub-03	1.0	6.0	042_smiling	0.0	36.217722935786696	
1.0	11.905778401875978	pulse	0.0	t		27.0	male	black	3.5523278949462798	smiling	042	sub-03	1.0	6.0	042_smiling	0.0	36.917691633631875	
