11.4599 	WARNING 	Actual framerate: 119.98243 (1 frame = 0.00833)
11.4794 	EXP 	Created unnamed Circle = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='deg', vertices=ndarray(...), win=Window(...))
11.4811 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=None, interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='deg', win=Window(...))
11.5977 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=str(...), units='deg', win=Window(...), wrapWidth=500)
39.9805 	DATA 	Keypress: y
39.9834 	DATA 	Keypress: t
39.9835 	EXP 	window1: recordFrameIntervals = True
40.0590 	WARNING 	t of last frame was 16.45ms (=1/60)
40.6842 	DATA 	Keypress: t
41.3841 	DATA 	Keypress: t
42.0841 	DATA 	Keypress: t
42.7841 	DATA 	Keypress: t
43.4840 	DATA 	Keypress: t
44.1840 	DATA 	Keypress: t
44.8840 	DATA 	Keypress: t
45.5840 	DATA 	Keypress: t
45.9422 	WARNING 	t of last frame was 58.33ms (=1/17)
45.9422 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
45.9422 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\number\\number-7.jpg'
46.0088 	WARNING 	t of last frame was 33.33ms (=1/30)
46.2839 	DATA 	Keypress: t
46.4505 	WARNING 	t of last frame was 66.67ms (=1/14)
46.4505 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
46.4505 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\limb\\limb-47.jpg'
46.9839 	DATA 	Keypress: t
47.6839 	DATA 	Keypress: t
48.3923 	DATA 	Keypress: t
48.4046 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
48.8337 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
48.8337 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\number\\number-28.jpg'
49.0839 	DATA 	Keypress: t
49.7838 	DATA 	Keypress: t
50.4838 	DATA 	Keypress: t
51.2328 	DATA 	Keypress: t
51.2420 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
51.2420 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\house\\house-97.jpg'
51.8838 	DATA 	Keypress: t
52.5838 	DATA 	Keypress: t
53.2837 	DATA 	Keypress: t
53.6502 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
53.6502 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\car\\car-11.jpg'
53.9837 	DATA 	Keypress: t
54.6837 	DATA 	Keypress: t
55.3837 	DATA 	Keypress: t
56.0419 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
56.0419 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\limb\\limb-91.jpg'
56.0837 	DATA 	Keypress: t
56.7836 	DATA 	Keypress: t
57.4836 	DATA 	Keypress: t
58.1836 	DATA 	Keypress: t
58.8836 	DATA 	Keypress: t
59.4335 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
59.4335 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\limb\\limb-38.jpg'
59.5837 	DATA 	Keypress: t
60.2836 	DATA 	Keypress: t
60.9836 	DATA 	Keypress: t
61.6835 	DATA 	Keypress: t
61.8501 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
61.8501 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\car\\car-64.jpg'
62.3836 	DATA 	Keypress: t
63.0835 	DATA 	Keypress: t
63.7922 	DATA 	Keypress: t
64.2334 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
64.2334 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\adult\\adult-28.jpg'
64.4835 	DATA 	Keypress: t
65.1835 	DATA 	Keypress: t
65.8838 	DATA 	Keypress: t
66.5834 	DATA 	Keypress: t
67.2834 	DATA 	Keypress: t
67.6499 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
67.6499 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\number\\number-101.jpg'
67.9917 	DATA 	Keypress: t
68.6917 	DATA 	Keypress: t
69.3833 	DATA 	Keypress: t
70.0833 	DATA 	Keypress: t
70.7916 	DATA 	Keypress: t
71.0415 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
71.0415 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\adult\\adult-114.jpg'
71.4835 	DATA 	Keypress: t
72.1832 	DATA 	Keypress: t
72.8835 	DATA 	Keypress: t
73.4331 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
73.4331 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\car\\car-95.jpg'
73.5835 	DATA 	Keypress: t
74.2834 	DATA 	Keypress: t
74.9834 	DATA 	Keypress: t
75.6915 	DATA 	Keypress: t
75.8163 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
75.8163 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\adult\\adult-44.jpg'
76.3834 	DATA 	Keypress: t
77.0833 	DATA 	Keypress: t
77.7919 	DATA 	Keypress: t
78.2246 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
78.2246 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\car\\car-93.jpg'
78.4833 	DATA 	Keypress: t
79.1833 	DATA 	Keypress: t
79.8832 	DATA 	Keypress: t
80.5832 	DATA 	Keypress: t
81.2832 	DATA 	Keypress: t
81.9833 	DATA 	Keypress: t
82.6832 	DATA 	Keypress: t
83.3832 	DATA 	Keypress: t
83.6328 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
83.6328 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\car\\car-107.jpg'
84.0832 	DATA 	Keypress: t
84.7830 	DATA 	Keypress: t
85.4830 	DATA 	Keypress: t
86.0327 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
86.0327 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\adult\\adult-110.jpg'
86.1831 	DATA 	Keypress: t
86.8830 	DATA 	Keypress: t
87.5830 	DATA 	Keypress: t
88.2830 	DATA 	Keypress: t
88.4410 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
88.4410 	EXP 	unnamed ImageStim: image = '..\\..\\stimuli\\fLoc\\stimuli\\limb\\limb-34.jpg'
88.9829 	DATA 	Keypress: t
