trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.004985088503190127	cue	0.0		480						27.285011228900657	4.000419272656927
0.0	4.005404361160117	fix	1.0		120						31.285430501557585	1.025144285334818
0.0	5.030548646494935	face	0.0		146	trustworthiness	062	1.0	2		32.3105747868924	1.2753235855207095
0.0	6.305872232015645	rating	1.0		367	trustworthiness	062	1.0	2		33.58589837241311	3.066768491463563
0.0	9.372640723479208	fix	2.0		60	trustworthiness	062	1.0	2	-0.8799999999999999	36.652666863876675	0.5167087247350537
1.0	9.889349448214261	face	0.0		147	trustworthiness	005	1.0	2		37.16937558861173	1.2334820458331706
1.0	11.122831494047432	rating	1.0		196	trustworthiness	005	1.0	2		38.4028576344449	1.6418361063485918
1.0	12.764667600396024	fix	2.0		60	trustworthiness	005	1.0	2	0.3200000000000003	40.04469374079349	0.5167533988553714
2.0	13.281420999251395	face	0.0		147	trustworthiness	011	1.0	2		40.56144713964886	1.2334422013475432
2.0	14.514863200598938	rating	1.0		94	trustworthiness	011	1.0	2		41.794889340996406	0.7917476636641823
2.0	15.30661086426312	fix	2.0		60	trustworthiness	011	1.0	2	0.6699999999999999	42.58663700466059	0.5167461544035632
3.0	15.823357018666684	face	0.0		147	trustworthiness	066	1.0	2		43.10338315906415	1.2334551809904042
3.0	17.056812199657088	rating	1.0		108	trustworthiness	066	1.0	2		44.336838340054555	0.9084159402091245
3.0	17.965228139866213	fix	2.0		60	trustworthiness	066	1.0	2	-2.26	45.24525428026368	0.5167416266210694
4.0	18.481969766487282	face	0.0		147	trustworthiness	101	1.0	2		45.76199590688475	1.2334418994951193
4.0	19.7154116659824	rating	1.0		122	trustworthiness	101	1.0	2		46.99543780637987	1.0251276834658256
4.0	20.740539349448227	fix	2.0		60	trustworthiness	101	1.0	2	-2.67	48.020565489845694	0.5167410229166762
5.0	21.257280372364903	face	0.0		147	trustworthiness	024	1.0	2		48.53730651276237	1.2334385791214117
5.0	22.490718951486315	rating	1.0		317	trustworthiness	024	1.0	2		49.77074509188378	2.6502689502790417
5.0	25.140987901765357	fix	2.0		60	trustworthiness	024	1.0	2	0.4400000000000004	52.421014042162824	0.5167564173768824
6.0	25.65774431914224	face	0.0		147	trustworthiness	102	1.0	2		52.937770459539706	1.2334470309822336
6.0	26.891191350124473	rating	1.0		103	trustworthiness	102	1.0	2		54.17121749052194	0.8667419284729476
6.0	27.75793327859742	fix	2.0		60	trustworthiness	102	1.0	2	0.9900000000000002	55.03795941899489	0.5167959600107679
7.0	28.274729238608188	face	0.0		147	trustworthiness	100	1.0	2		55.554755379005655	1.233400847600933
7.0	29.50813008620912	rating	1.0		59	trustworthiness	100	1.0	2		56.78815622660659	0.5000467870854663
7.0	30.008176873294587	fix	2.0		60	trustworthiness	100	1.0	2	-1.23	57.288203013692055	0.5167497766294673
8.0	30.524926649924055	face	0.0		147	trustworthiness	039	1.0	2		57.80495279032152	1.2334458235734473
8.0	31.758372473497502	rating	1.0		85	trustworthiness	039	1.0	2		59.03839861389497	0.7167377025427868
8.0	32.47511017604029	fix	2.0		60	trustworthiness	039	1.0	2	2.9000000000000004	59.755136316437756	0.516741626620842
9.0	32.99185180266113	face	0.0		147	trustworthiness	070	1.0	2		60.2718779430586	1.2334422013475432
9.0	34.225294004008674	rating	1.0		129	trustworthiness	070	1.0	2		61.50532014440614	1.0834524643209988
9.0	35.30874646832967	fix	2.0		60	trustworthiness	070	1.0	2	-1.62	62.58877260872714	0.5167518895946159
10.0	35.82549835792429	face	0.0		147	trustworthiness	141	1.0	2		63.105524498321756	1.2334301272608172
10.0	37.058928485185106	rating	1.0		62	trustworthiness	141	1.0	2		64.33895462558257	0.5250537296853963
10.0	37.5839822148705	fix	2.0		60	trustworthiness	141	1.0	2	-1.0099999999999998	64.86400835526797	0.5167434377340214
11.0	38.100725652604524	face	0.0		147	trustworthiness	082	1.0	2		65.38075179300199	1.2334515587645
11.0	39.334177211369024	rating	1.0		94	trustworthiness	082	1.0	2		66.61420335176649	0.7917422303253261
11.0	40.12591944169435	fix	2.0		60	trustworthiness	082	1.0	2	1.29	67.40594558209182	0.5167549081161269
12.0	40.64267434981048	face	0.0		147	trustworthiness	117	1.0	2		67.92270049020794	1.233448540242989
12.0	41.876122890053466	rating	1.0		80	trustworthiness	117	1.0	2		69.15614903045093	0.6750528241288976
12.0	42.551175714182364	fix	2.0		60	trustworthiness	117	1.0	2	1.7000000000000002	69.83120185457983	0.5167455506989427
13.0	43.067921264881306	face	0.0		147	trustworthiness	027	1.0	2		70.34794740527877	1.233444918017085
13.0	44.30136618289839	rating	1.0		67	trustworthiness	027	1.0	2		71.58139232329586	0.5667226099344589
13.0	44.86808879283285	fix	2.0		60	trustworthiness	027	1.0	2	0.9900000000000002	72.14811493323032	0.5167473618121221
14.0	45.38483615464497	face	0.0		147	trustworthiness	030	1.0	2		72.66486229504244	1.2334434087561021
14.0	46.618279563401074	rating	1.0		199	trustworthiness	030	1.0	2		73.89830570379854	1.6668518026610855
14.0	48.28513136606216	fix	2.0		60	trustworthiness	030	1.0	2	0.45999999999999996	75.56515750645963	0.5167380043949379
15.0	48.8018693704571	face	0.0		147	trustworthiness	036	1.0	2		76.08189551085457	1.2334400883823946
15.0	50.03530945883949	rating	1.0		300	trustworthiness	036	1.0	2		77.31533559923696	2.5086432348891776
15.0	52.54395269372867	fix	2.0		60	trustworthiness	036	1.0	2	2.33	79.82397883412614	0.5167005747266558
16.0	53.060653268455326	face	0.0		147	trustworthiness	092	1.0	2		80.3406794088528	1.2334521624688932
16.0	54.29410543092422	rating	1.0		94	trustworthiness	092	1.0	2		81.57413157132169	0.7917482673685754
16.0	55.085853698292794	fix	2.0		60	trustworthiness	092	1.0	2	-0.3999999999999999	82.36587983869026	0.5167479655162879
17.0	55.60260166380908	face	0.0		147	trustworthiness	099	1.0	2		82.88262780420655	1.2334491439473823
17.0	56.836050807756465	rating	1.0		387	trustworthiness	099	1.0	2		84.11607694815393	3.2336616478712585
17.0	60.06971245562772	fix	2.0		60	trustworthiness	099	1.0	2	1.1399999999999997	87.34973859602519	0.5167470599599255
18.0	60.58645951558765	face	0.0		147	trustworthiness	087	1.0	2		87.86648565598512	1.2334506532081377
18.0	61.819910168795786	rating	1.0		109	trustworthiness	087	1.0	2		89.09993630919325	0.9167763396199007
18.0	62.73668650841569	fix	2.0		60	trustworthiness	087	1.0	2	0.2400000000000002	90.01671264881315	0.5167277414213913
19.0	63.25341424983708	face	0.0		147	trustworthiness	172	1.0	2		90.53344039023455	1.2334364661562631
19.0	64.48685071599334	rating	1.0		63	trustworthiness	172	1.0	2		91.76687685639081	0.5333878679577992
19.0	65.02023858395114	fix	2.0		60	trustworthiness	172	1.0	2	0.9400000000000004	92.30026472434861	0.516746758107729
20.0	65.53698534205887	face	0.0		147	trustworthiness	121	1.0	2		92.81701148245634	1.233446125425644
20.0	66.77043146748451	rating	1.0		72	trustworthiness	121	1.0	2		94.05045760788198	0.6084117142788728
20.0	67.37884318176339	fix	2.0		60	trustworthiness	121	1.0	2	-1.15	94.65886932216085	0.5167268358648016
21.0	67.89557001762819	face	0.0		147	trustworthiness	009	1.0	2		95.17559615802566	1.2334494457993515
21.0	69.12901946342754	rating	1.0		64	trustworthiness	009	1.0	2		96.409045603825	0.5417156673347563
21.0	69.6707351307623	fix	2.0		60	trustworthiness	009	1.0	2	1.8899999999999997	96.95076127115976	0.51674555069917
22.0	70.18748068146147	face	0.0		147	trustworthiness	038	1.0	2		97.46750682185893	1.2334609161816843
22.0	71.42094159764315	rating	1.0		60	trustworthiness	038	1.0	2		98.70096773804062	0.508366738306222
22.0	71.92930833594937	fix	2.0		60	trustworthiness	038	1.0	2	-1.4700000000000002	99.20933447634684	0.5167509840380262
23.0	72.4460593199874	face	0.0		147	trustworthiness	042	1.0	2		99.72608546038487	1.2334446161648884
23.0	73.67950393615229	rating	1.0		182	trustworthiness	042	1.0	2		100.95953007654975	1.5251648112819112
23.0	75.2046687474342	fix	2.0		60	trustworthiness	042	1.0	2	0.3200000000000003	102.48469488783167	0.5167410229166762
24.0	75.72140977035087	face	0.0		147	trustworthiness	064	1.0	2		103.00143591074834	1.2334422013475432
24.0	76.95485197169842	rating	1.0		72	trustworthiness	064	1.0	2		104.23487811209588	0.6083954142618495
24.0	77.56324738596027	fix	2.0		60	trustworthiness	064	1.0	2	1.3499999999999996	104.84327352635773	0.516746758107729
25.0	78.079994144068	face	0.0		147	trustworthiness	144	1.0	2		105.36002028446546	1.233439786530198
25.0	79.3134339305982	rating	1.0		82	trustworthiness	144	1.0	2		106.59346007099566	0.6918113544709286
25.0	80.00524528506912	fix	2.0		60	trustworthiness	144	1.0	2	1.2599999999999998	107.28527142546659	0.5166785395185798
26.0	80.5219238245877	face	0.0		147	trustworthiness	136	1.0	2		107.80194996498517	1.2334412957909535
26.0	81.75536512037866	rating	1.0		86	trustworthiness	136	1.0	2		109.03539126077612	0.7250706334066308
26.0	82.48043575378529	fix	2.0		60	trustworthiness	136	1.0	2	-2.54	109.76046189418275	0.5167428340296283
27.0	82.99717858781491	face	0.0		147	trustworthiness	061	1.0	2		110.27720472821238	1.2334440124604953
27.0	84.23062260027541	rating	1.0		252	trustworthiness	061	1.0	2		111.51064874067288	2.1085635459176046
27.0	86.33918614619301	fix	2.0		60	trustworthiness	061	1.0	2	0.46999999999999975	113.61921228659048	0.5167476636643187
28.0	86.85593380985733	face	0.0		147	trustworthiness	012	1.0	2		114.1359599502548	1.2334313346696035
28.0	88.08936514452694	rating	1.0		61	trustworthiness	012	1.0	2		115.3693912849244	0.5167253266040461
28.0	88.60609047113098	fix	2.0		60	trustworthiness	012	1.0	2	-0.8799999999999999	115.88611661152845	0.5167446451425803
29.0	89.12283511627356	face	0.0		147	trustworthiness	091	1.0	2		116.40286125667103	1.233444616164661
29.0	90.35627973243822	rating	1.0		91	trustworthiness	091	1.0	2		117.63630587283569	0.7667413247688728
29.0	91.1230210572071	fix	2.0		60	trustworthiness	091	1.0	2	1.75	118.40304719760456	0.5167518895946159
30.0	91.63977294680171	face	0.0		147	trustworthiness	006	1.0	2		118.91979908719918	1.2334373717126255
30.0	92.87321031851434	rating	1.0		239	trustworthiness	006	1.0	2		120.1532364589118	2.000244802105726
30.0	94.87345512062006	fix	2.0		60	trustworthiness	006	1.0	2	1.6900000000000004	122.15348126101753	0.5167180821522379
31.0	95.3901732027723	face	0.0		147	trustworthiness	124	1.0	2		122.67019934316977	1.2334376735650494
31.0	96.62361087633735	rating	1.0		145	trustworthiness	124	1.0	2		123.90363701673482	1.2168131655839716
31.0	97.84042404192132	fix	2.0		60	trustworthiness	124	1.0	2	0.5599999999999996	125.12045018231879	0.5167455506989427
32.0	98.35716959262027	face	0.0		147	trustworthiness	137	1.0	2		125.63719573301773	1.2334234865134022
32.0	99.59059307913367	rating	1.0		346	trustworthiness	137	1.0	2		126.87061921953114	2.891976467605218
32.0	102.48256954673889	fix	2.0		60	trustworthiness	137	1.0	2	-0.33000000000000007	129.76259568713635	0.51675551182052
33.0	102.9993250585594	face	0.0		147	trustworthiness	130	1.0	2		130.27935119895687	1.2334352587477042
33.0	104.23276031730711	rating	1.0		90	trustworthiness	130	1.0	2		131.51278645770458	0.758408695756998
33.0	104.99116901306411	fix	2.0		61	trustworthiness	130	1.0	2	-2.02	132.27119515346158	0.5250763685978654
