trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.007955709314273918	cue	0.0		479						50.21933138354666	3.9921245843067936
0.0	4.0000802936210675	fix	1.0		120						54.21145596785345	1.0167858946444994
0.0	5.016866188265567	face	0.0		147	attractiveness	087	1.0	2		55.22824186249795	1.2836667983765437
0.0	6.300532986642111	rating	1.0		1099	attractiveness	087	1.0	2		56.5119086608745	9.16756101485089
0.0	15.468094001493	fix	2.0		60	attractiveness	087	1.0	2	0.0	65.67946967572539	0.5167534451547908
1.0	15.984847446647791	face	0.0		147	attractiveness	126	1.0	2		66.19622312088018	1.2334582311677877
1.0	17.21830567781558	rating	1.0		552	attractiveness	126	1.0	2		67.42968135204796	4.608868038037372
1.0	21.82717371585295	fix	2.0		60	attractiveness	126	1.0	2	0.4400000000000004	72.03854939008534	0.5167507284534167
2.0	22.343924444306367	face	0.0		147	attractiveness	012	1.0	2		72.55530011853875	1.233460042302113
2.0	23.57738448660848	rating	1.0		266	attractiveness	012	1.0	2		73.78876016084087	2.225255905731501
2.0	25.80264039233998	fix	2.0		60	attractiveness	012	1.0	2	0.2400000000000002	76.01401606657237	0.516748615463257
3.0	26.319389007803238	face	0.0		147	attractiveness	064	1.0	2		76.53076468203562	1.2334597404465057
3.0	27.552848748249744	rating	1.0		235	attractiveness	064	1.0	2		77.76422442248213	1.9669003130545661
3.0	29.51974906130431	fix	2.0		60	attractiveness	064	1.0	2	1.21	79.7311247355367	0.5167594822689807
4.0	30.03650854357329	face	0.0		147	attractiveness	136	1.0	2		80.24788421780568	1.2334884167396467
4.0	31.269996960312938	rating	1.0		232	attractiveness	136	1.0	2		81.48137263454532	1.9418707387405902
4.0	33.21186769905353	fix	2.0		60	attractiveness	136	1.0	2	-0.18000000000000016	83.42324337328591	0.5167299004087909
5.0	33.72859759946232	face	0.0		147	attractiveness	100	1.0	2		83.9399732736947	1.2334657775606956
5.0	34.962063377023014	rating	1.0		205	attractiveness	100	1.0	2		85.1734390512554	1.7168542045935737
5.0	36.67891758161659	fix	2.0		60	attractiveness	100	1.0	2	-0.2400000000000002	86.89029325584897	0.5167519358760728
6.0	37.19566951749266	face	0.0		147	attractiveness	141	1.0	2		87.40704519172505	1.2334573256007388
6.0	38.4291268430934	rating	1.0		91	attractiveness	141	1.0	2		88.64050251732579	0.7667542752578811
6.0	39.19588111835128	fix	2.0		60	attractiveness	141	1.0	2	-2.49	89.40725679258367	0.516743483916116
7.0	39.7126246022674	face	0.0		147	attractiveness	043	1.0	2		89.92400027649978	1.233476040655205
7.0	40.9461006429226	rating	1.0		81	attractiveness	043	1.0	2		91.15747631715499	0.6833989316119187
7.0	41.62949957453452	fix	2.0		60	attractiveness	043	1.0	2	0.40000000000000036	91.8408752487669	0.5167516340204656
