trial_nr	onset	event_type	phase	response	nr_frames	rating_type	face_id	repetition	session	rating	onset_abs	duration
0.0	0.009305608086833672	cue	0.0		479						486.6573913447701	3.9921218676054195
0.0	4.001427475692253	fix	1.0		120						490.6495132123755	1.0168776587829598
0.0	5.018305134475213	face	0.0		147	trustworthiness	039	1.0	1		491.66639087115846	1.2836022012527337
0.0	6.301907335727947	rating	1.0		201	trustworthiness	039	1.0	1		492.9499930724112	1.6833225621151087
0.0	7.985229897843055	fix	2.0		59	trustworthiness	039	1.0	1	0.08999999999999986	494.6333156345263	0.5167271837071894
1.0	8.501957081550245	face	0.0		147	trustworthiness	042	1.0	1		495.1500428182335	1.2334814740581805
1.0	9.735438555608425	rating	1.0		185	trustworthiness	042	1.0	1		496.38352429229167	1.5501863808133294
1.0	11.285624936421755	fix	2.0		60	trustworthiness	042	1.0	1	-0.7799999999999998	497.933710673105	0.5167842344378641
2.0	11.802409170859619	face	0.0		147	trustworthiness	091	1.0	1		498.45049490754286	1.2334138583771619
2.0	13.03582302923678	rating	1.0		284	trustworthiness	091	1.0	1		499.68390876592	2.3753017425226517
2.0	15.411124771759432	fix	2.0		60	trustworthiness	091	1.0	1	-1.63	502.0592105084427	0.5167350319559318
3.0	15.927859803715364	face	0.0		147	trustworthiness	044	1.0	1		502.5759455403986	1.2334633627149287
3.0	17.161323166430293	rating	1.0		174	trustworthiness	044	1.0	1		503.80940890311354	1.4584986119164114
3.0	18.619821778346704	fix	2.0		60	trustworthiness	044	1.0	1	0.33000000000000007	505.26790751502995	0.5167531432991836
4.0	19.136574921645888	face	0.0		147	trustworthiness	043	1.0	1		505.78466065832913	1.2334419309588611
4.0	20.37001685260475	rating	1.0		140	trustworthiness	043	1.0	1		507.018102589288	1.1751454416314573
4.0	21.545162294236206	fix	2.0		60	trustworthiness	043	1.0	1	-0.5800000000000001	508.19324803091945	0.5167558600005577
5.0	22.061918154236764	face	0.0		147	trustworthiness	101	1.0	1		508.71000389092	1.2334675886950208
5.0	23.295385742931785	rating	1.0		277	trustworthiness	101	1.0	1		509.943471479615	2.316936731946953
5.0	25.612322474878738	fix	2.0		60	trustworthiness	101	1.0	1	-0.8900000000000001	512.260408211562	0.5167353338117664
6.0	26.129057808690504	face	0.0		147	trustworthiness	082	1.0	1		512.7771435453737	1.2334615515806036
6.0	27.362519360271108	rating	1.0		134	trustworthiness	082	1.0	1		514.0106050969544	1.1251234212568306
6.0	28.48764278152794	fix	2.0		60	trustworthiness	082	1.0	1	1.08	515.1357285182112	0.5167706509307664
7.0	29.004413432458705	face	0.0		147	trustworthiness	066	1.0	1		515.652499169142	1.2334476662176712
7.0	30.237861098676376	rating	1.0		106	trustworthiness	066	1.0	1		516.8859468353596	0.8917587653618284
7.0	31.129619864038204	fix	2.0		60	trustworthiness	066	1.0	1	-0.4700000000000002	517.7777056007214	0.5167558600005577
8.0	31.646375724038762	face	0.0		147	trustworthiness	070	1.0	1		518.294461460722	1.2334521940533705
8.0	32.87982791809213	rating	1.0		132	trustworthiness	070	1.0	1		519.5279136547754	1.1084676264270001
8.0	33.98829554451913	fix	2.0		60	trustworthiness	070	1.0	1	-1.62	520.6363812812024	0.516747106184539
9.0	34.50504265070367	face	0.0		147	trustworthiness	144	1.0	1		521.1531283873869	1.2335023021028064
9.0	35.73854495280648	rating	1.0		105	trustworthiness	144	1.0	1		522.3866306894897	0.883384985877683
9.0	36.62192993868416	fix	2.0		60	trustworthiness	144	1.0	1	0.5300000000000002	523.2700156753674	0.5167634063934656
10.0	37.13869334507763	face	0.0		147	trustworthiness	006	1.0	1		523.7867790817609	1.233445251371677
10.0	38.372138596449304	rating	1.0		149	trustworthiness	006	1.0	1		525.0202243331325	1.2501677563157045
10.0	39.62230635276501	fix	2.0		60	trustworthiness	006	1.0	1	0.6799999999999997	526.2703920894483	0.5167477098959807
11.0	40.13905406266099	face	0.0		147	trustworthiness	036	1.0	1		526.7871397993442	1.2334352901332295
11.0	41.37248935279422	rating	1.0		87	trustworthiness	036	1.0	1		528.0205750894775	0.7334284983794532
11.0	42.10591785117367	fix	2.0		60	trustworthiness	036	1.0	1	0.5800000000000001	528.7540035878569	0.5167591804133735
12.0	42.622677031587045	face	0.0		147	trustworthiness	117	1.0	1		529.2707627682703	1.2334377049789964
12.0	43.85611473656604	rating	1.0		96	trustworthiness	117	1.0	1		530.5042004732493	0.808430588730289
12.0	44.66454532529633	fix	2.0		60	trustworthiness	117	1.0	1	0.0	531.3126310619796	0.5167570674234412
13.0	45.18130239271977	face	0.0		147	trustworthiness	102	1.0	1		531.829388129403	1.2334546088991374
13.0	46.41475700161891	rating	1.0		201	trustworthiness	102	1.0	1		533.0628427383022	1.683535370396612
13.0	48.09829237201552	fix	2.0		60	trustworthiness	102	1.0	1	0.009999999999999787	534.7463781086988	0.5167561618561649
14.0	48.615048533871686	face	0.0		147	trustworthiness	034	1.0	1		535.2631342705549	1.233460042302113
14.0	49.8485085761738	rating	1.0		115	trustworthiness	034	1.0	1		536.496594312857	0.9667557241652958
14.0	50.815264300339095	fix	2.0		60	trustworthiness	034	1.0	1	-0.3799999999999999	537.4633500370223	0.5167631045378585
15.0	51.33202740487695	face	0.0		147	trustworthiness	087	1.0	1		537.9801131415602	1.2334398179689288
15.0	52.56546722284588	rating	1.0		112	trustworthiness	087	1.0	1		539.2135529595291	0.9417783708906882
15.0	53.50724559373657	fix	2.0		60	trustworthiness	087	1.0	1	-1.0899999999999999	540.1553313304198	0.5167649156721836
16.0	54.024010509408754	face	0.0		147	trustworthiness	061	1.0	1		540.672096246092	1.2334624571476525
16.0	55.257472966556406	rating	1.0		107	trustworthiness	061	1.0	1		541.9055587032396	0.9001053778313235
16.0	56.15757834438773	fix	2.0		61	trustworthiness	061	1.0	1	-1.1600000000000001	542.805664081071	0.5250722868981939
17.0	56.682650631285924	face	0.0		146	trustworthiness	024	1.0	1		543.3307363679692	1.2251158446783847
17.0	57.90776647596431	rating	1.0		84	trustworthiness	024	1.0	1		544.5558522126476	0.7084188465428269
17.0	58.616185322507135	fix	2.0		60	trustworthiness	024	1.0	1	-1.0499999999999998	545.2642710591904	0.5167597841248153
18.0	59.13294510663195	face	0.0		147	trustworthiness	011	1.0	1		545.7810308433152	1.2334573256007388
18.0	60.36640243223269	rating	1.0		83	trustworthiness	011	1.0	1		547.0144881689159	0.7000731396406081
18.0	61.0664755718733	fix	2.0		60	trustworthiness	011	1.0	1	0.79	547.7145613085565	0.5167609915476987
19.0	61.583236563420996	face	0.0		147	trustworthiness	092	1.0	1		548.2313223001042	1.2334482699288856
19.0	62.81668483334988	rating	1.0		93	trustworthiness	092	1.0	1		549.4647705700331	0.7834375389584238
19.0	63.600122372308306	fix	2.0		60	trustworthiness	092	1.0	1	0.9400000000000004	550.2482081089915	0.5167398616474657
20.0	64.11686223395577	face	0.0		147	trustworthiness	130	1.0	1		550.764947970639	1.23346034415772
20.0	65.35032257811349	rating	1.0		207	trustworthiness	130	1.0	1		551.9984083147967	1.73356614458703
