trial_nr	onset	event_type	phase	response	nr_frames	trial_type	stim_name	task_probe	onset_abs	duration
0.0	0.056563364907560754	baseline	0.0		701		baseline	0.0	42.673327596079616	5.849612916488695
0.0	0.7064151089198276	pulse	0.0	t			baseline	0.0	43.32317934009188	
0.0	1.4063798824627156	pulse	0.0	t			baseline	0.0	44.02314411363477	
0.0	2.106360050602234	pulse	0.0	t			baseline	0.0	44.72312428177429	
0.0	2.806341124305618	pulse	0.0	t			baseline	0.0	45.423105355477674	
0.0	3.506337894459648	pulse	0.0	t			baseline	0.0	46.1231021256317	
0.0	4.206324401549864	pulse	0.0	t			baseline	0.0	46.82308863272192	
0.0	4.906298230736866	pulse	0.0	t			baseline	0.0	47.52306246190892	
0.0	5.606284134117232	pulse	0.0	t			baseline	0.0	48.22304836528929	
0.0	5.906176281396256	ISI	1.0		5		baseline	0.0	48.52294051256831	0.13335915197967552
1.0	6.0395354333759315	house	0.0		44	place	house-46.jpg	0.0	48.65629966454799	0.36660930419202487
1.0	6.306265207822435	pulse	0.0	t		place	house-46.jpg	0.0	48.92302943899449	
1.0	6.406144737567956	ISI	1.0		356	place	house-46.jpg	0.0	49.02290896874001	3.01664306665225
1.0	7.006289144908806	pulse	1.0	t		place	house-46.jpg	0.0	49.62305337608086	
1.0	7.70625904998451	pulse	1.0	t		place	house-46.jpg	0.0	50.323023281156566	
1.0	8.406248877476173	pulse	1.0	t		place	house-46.jpg	0.0	51.02301310864823	
1.0	9.106232366018958	pulse	1.0	t		place	house-46.jpg	0.0	51.72299659719101	
2.0	9.422787804220206	adult	0.0		46	face	adult-16.jpg	0.0	52.03955203539226	0.38325629495557223
2.0	9.806044099175779	ISI	1.0		354	face	adult-16.jpg	0.0	52.422808330347834	3.016633709152302
2.0	9.854407880100553	pulse	1.0	t		face	adult-16.jpg	0.0	52.47117211127261	
2.0	10.506136859157778	pulse	1.0	t		face	adult-16.jpg	0.0	53.12290109032983	
2.0	11.206131516328242	pulse	1.0	t		face	adult-16.jpg	0.0	53.8228957475003	
2.0	11.906109571482375	pulse	1.0	t		face	adult-16.jpg	0.0	54.52287380265443	
2.0	12.60615494026024	pulse	1.0	t		face	adult-16.jpg	0.0	55.222919171432295	
3.0	12.82267780832808	limb	0.0		46	body	limb-91.jpg	0.0	55.439442039500136	0.3832928193878615
3.0	13.205970627715942	ISI	1.0		233	body	limb-91.jpg	0.0	55.822734858888	2.016661479794493
3.0	13.306088924613505	pulse	1.0	t		body	limb-91.jpg	0.0	55.92285315578556	
3.0	14.006065470495741	pulse	1.0	t		body	limb-91.jpg	0.0	56.6228297016678	
3.0	14.706047751618826	pulse	1.0	t		body	limb-91.jpg	0.0	57.32281198279088	
4.0	15.222632107510435	limb	0.0		46	body	limb-86.jpg	0.0	57.83939633868249	0.38331968446436804
4.0	15.406042106933455	pulse	0.0	t		body	limb-86.jpg	0.0	58.02280633810551	
4.0	15.605951791974803	ISI	1.0		234	body	limb-86.jpg	0.0	58.22271602314686	2.016664800197759
4.0	16.106097738775134	pulse	1.0	t		body	limb-86.jpg	0.0	58.72286196994719	
4.0	16.80607428465555	pulse	1.0	t		body	limb-86.jpg	0.0	59.42283851582761	
4.0	17.50605686763447	pulse	1.0	t		body	limb-86.jpg	0.0	60.122821098806526	
5.0	17.622616592172562	number	0.0		46	character	number-30.jpg	0.0	60.23938082334462	0.38325599310155667
5.0	18.00587258527412	ISI	1.0		233	character	number-30.jpg	0.0	60.622636816446175	2.0166596686667617
5.0	18.205984513037038	pulse	1.0	t		character	number-30.jpg	0.0	60.82274874420909	
5.0	18.905965888594437	pulse	1.0	t		character	number-30.jpg	0.0	61.52273011976649	
5.0	19.605939415927423	pulse	1.0	t		character	number-30.jpg	0.0	62.22270364709948	
6.0	20.02253225394088	house	0.0		46	place	house-62.jpg	0.0	62.639296485112936	0.3832876878550451
6.0	20.305937091647138	pulse	0.0	t		place	house-62.jpg	0.0	62.922701322819194	
6.0	20.405819941795926	ISI	1.0		233	place	house-62.jpg	0.0	63.02258417296798	2.0166572538273613
6.0	21.005925409865085	pulse	1.0	t		place	house-62.jpg	0.0	63.62268964103714	
6.0	21.705901352037472	pulse	1.0	t		place	house-62.jpg	0.0	64.32266558320953	
7.0	22.422477195623287	number	0.0		45	character	number-69.jpg	0.0	65.03924142679534	0.3832931212418771
7.0	22.414712886271445	pulse	0.0	t		character	number-69.jpg	0.0	65.0314771174435	
7.0	22.805770316865164	ISI	1.0		236	character	number-69.jpg	0.0	65.42253454803722	2.0166946838235162
7.0	23.105881308878452	pulse	1.0	t		character	number-69.jpg	0.0	65.72264554005051	
7.0	23.80592456467093	pulse	1.0	t		character	number-69.jpg	0.0	66.42268879584299	
7.0	24.505912882890698	pulse	1.0	t		character	number-69.jpg	0.0	67.12267711406275	
8.0	24.82246500068868	car	0.0		46	object	car-52.jpg	0.0	67.43922923186074	0.383257804229288
8.0	25.20572280491797	ISI	1.0		356	object	car-52.jpg	0.0	67.82248703609002	3.0166382369752682
8.0	25.237619500543587	pulse	1.0	t		object	car-52.jpg	0.0	67.85438373171564	
8.0	25.905814961191936	pulse	1.0	t		object	car-52.jpg	0.0	68.52257919236399	
8.0	26.605798751588736	pulse	1.0	t		object	car-52.jpg	0.0	69.22256298276079	
8.0	27.305782843839552	pulse	1.0	t		object	car-52.jpg	0.0	69.92254707501161	
8.0	28.005769652783783	pulse	1.0	t		object	car-52.jpg	0.0	70.62253388395584	
