10.1280 	WARNING 	Actual framerate: 119.98693 (1 frame = 0.00833)
10.1355 	EXP 	Created unnamed Circle = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='deg', vertices=ndarray(...), win=Window(...))
10.1374 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=None, interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='deg', win=Window(...))
10.2551 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([1., 1., 1.]), text=str(...), units='deg', win=Window(...), wrapWidth=500)
27.9700 	DATA 	Keypress: b
27.9829 	DATA 	Keypress: g
32.0889 	DATA 	Keypress: b
37.3617 	DATA 	Keypress: b
46.9384 	DATA 	Keypress: t
46.9386 	EXP 	window1: recordFrameIntervals = True
47.0271 	WARNING 	t of last frame was 33.15ms (=1/30)
47.6438 	DATA 	Keypress: t
48.3438 	DATA 	Keypress: t
49.0438 	DATA 	Keypress: t
49.7438 	DATA 	Keypress: t
50.4438 	DATA 	Keypress: t
51.1437 	DATA 	Keypress: t
51.8437 	DATA 	Keypress: t
52.5437 	DATA 	Keypress: t
52.8853 	WARNING 	t of last frame was 41.68ms (=1/23)
52.8853 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
52.8853 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\house\\house-64.jpg'
52.9686 	WARNING 	t of last frame was 33.34ms (=1/29)
53.2437 	DATA 	Keypress: t
53.3852 	WARNING 	t of last frame was 41.68ms (=1/23)
53.3852 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
53.3852 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\adult\\adult-35.jpg'
53.9436 	DATA 	Keypress: t
54.6436 	DATA 	Keypress: t
55.3436 	DATA 	Keypress: t
56.0436 	DATA 	Keypress: t
56.3644 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
56.8160 	DATA 	Keypress: t
56.8184 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
56.8184 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\limb\\limb-115.jpg'
57.4436 	DATA 	Keypress: t
58.1435 	DATA 	Keypress: t
58.8435 	DATA 	Keypress: t
59.5436 	DATA 	Keypress: t
60.1851 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
60.1851 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\limb\\limb-115.jpg'
60.2436 	DATA 	Keypress: t
60.9436 	DATA 	Keypress: t
61.6436 	DATA 	Keypress: t
62.3435 	DATA 	Keypress: t
62.5933 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
62.5933 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\number\\number-127.jpg'
63.0435 	DATA 	Keypress: t
63.7434 	DATA 	Keypress: t
64.4434 	DATA 	Keypress: t
64.9850 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
64.9850 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\house\\house-29.jpg'
65.1434 	DATA 	Keypress: t
65.8434 	DATA 	Keypress: t
66.2767 	DATA 	Keypress: b
66.5434 	DATA 	Keypress: t
67.2434 	DATA 	Keypress: t
67.4016 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
67.4016 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\number\\number-35.jpg'
67.9434 	DATA 	Keypress: t
68.6434 	DATA 	Keypress: t
69.3515 	DATA 	Keypress: t
69.7849 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
69.7849 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\car\\car-44.jpg'
70.0434 	DATA 	Keypress: t
70.7434 	DATA 	Keypress: t
71.4434 	DATA 	Keypress: t
72.1763 	DATA 	Keypress: t
72.1848 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
72.1848 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\adult\\adult-92.jpg'
72.8433 	DATA 	Keypress: t
73.5432 	DATA 	Keypress: t
74.2432 	DATA 	Keypress: t
74.9432 	DATA 	Keypress: t
75.5931 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
75.5931 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\car\\car-13.jpg'
75.6432 	DATA 	Keypress: t
76.3432 	DATA 	Keypress: t
77.0432 	DATA 	Keypress: t
77.7431 	DATA 	Keypress: t
77.9848 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
77.9848 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\number\\number-134.jpg'
78.4432 	DATA 	Keypress: t
79.1432 	DATA 	Keypress: t
79.8432 	DATA 	Keypress: t
80.3763 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
80.3763 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\adult\\adult-7.jpg'
80.5431 	DATA 	Keypress: t
81.2431 	DATA 	Keypress: t
81.9431 	DATA 	Keypress: t
82.6430 	DATA 	Keypress: t
82.7846 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
82.7846 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\limb\\limb-19.jpg'
83.3430 	DATA 	Keypress: t
84.0430 	DATA 	Keypress: t
84.7430 	DATA 	Keypress: t
85.4430 	DATA 	Keypress: t
86.1431 	DATA 	Keypress: t
86.8430 	DATA 	Keypress: t
87.5430 	DATA 	Keypress: t
88.2430 	DATA 	Keypress: t
88.9430 	DATA 	Keypress: t
89.6430 	DATA 	Keypress: t
90.3430 	DATA 	Keypress: t
91.0429 	DATA 	Keypress: t
91.1927 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
91.1927 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\adult\\adult-11.jpg'
91.7429 	DATA 	Keypress: t
92.4429 	DATA 	Keypress: t
93.1516 	DATA 	Keypress: t
93.5927 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
93.5927 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\number\\number-132.jpg'
93.8428 	DATA 	Keypress: t
94.5428 	DATA 	Keypress: t
95.2428 	DATA 	Keypress: t
95.9428 	DATA 	Keypress: t
96.6427 	DATA 	Keypress: t
97.3428 	DATA 	Keypress: t
98.0428 	DATA 	Keypress: t
98.7427 	DATA 	Keypress: t
99.0009 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
99.0009 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\number\\number-47.jpg'
99.4427 	DATA 	Keypress: t
100.1427 	DATA 	Keypress: t
100.8427 	DATA 	Keypress: t
101.5426 	DATA 	Keypress: t
102.2426 	DATA 	Keypress: t
102.9426 	DATA 	Keypress: t
103.6426 	DATA 	Keypress: t
104.3426 	DATA 	Keypress: t
105.0427 	DATA 	Keypress: t
105.7426 	DATA 	Keypress: t
106.3757 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
106.3757 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\number\\number-10.jpg'
106.4426 	DATA 	Keypress: t
107.1425 	DATA 	Keypress: t
107.8425 	DATA 	Keypress: t
108.5425 	DATA 	Keypress: t
108.7924 	EXP 	unnamed ImageStim: size = array([13.09489708, 13.09489708])
108.7924 	EXP 	unnamed ImageStim: image = '..\\data\\fLoc\\stimuli\\car\\car-113.jpg'
109.2425 	DATA 	Keypress: t
109.9425 	DATA 	Keypress: t
110.6425 	DATA 	Keypress: t
111.3424 	DATA 	Keypress: t
112.0425 	DATA 	Keypress: t
