duration	isi	onset	run	stim_name	trial_type	task_probe	sub_id
0.4	2.0	11.4	4	body-4.jpg	body	0.0	sub-01
0.4	2.0	13.8	4	instrument-12.jpg	instrument	0.0	sub-01
0.4	2.0	16.2	4	word-79.jpg	word	0.0	sub-01
0.4	3.0	18.599999999999998	4	corridor-122.jpg	corridor	0.0	sub-01
0.4	2.0	21.999999999999996	4	word-59.jpg	word	0.0	sub-01
0.4	2.0	24.399999999999995	4	corridor-84.jpg	corridor	0.0	sub-01
0.4	2.0	26.799999999999994	4	word-111.jpg	word	0.0	sub-01
0.4	2.0	29.199999999999992	4	child-142.jpg	child	0.0	sub-01
0.4	2.0	31.59999999999999	4	child-97.jpg	child	0.0	sub-01
0.4	6.0	33.99999999999999	4	corridor-9.jpg	corridor	0.0	sub-01
0.4	5.0	40.39999999999999	4	word-60.jpg	word	0.0	sub-01
0.4	3.0	45.79999999999999	4	instrument-29.jpg	instrument	0.0	sub-01
0.4	3.0	49.19999999999999	4	body-28.jpg	body	0.0	sub-01
0.4	3.0	52.59999999999999	4	word-55.jpg	word	0.0	sub-01
0.4	3.0	55.999999999999986	4	instrument-104.jpg	instrument	0.0	sub-01
0.4	3.0	59.399999999999984	4	instrument-63.jpg	instrument	0.0	sub-01
0.4	2.0	62.79999999999998	4	corridor-102.jpg	corridor	0.0	sub-01
0.4	5.0	65.19999999999999	4	child-124.jpg	child	0.0	sub-01
0.4	2.0	70.6	4	instrument-4.jpg	instrument	0.0	sub-01
0.4	3.0	73.0	4	child-51.jpg	child	0.0	sub-01
0.4	3.0	76.4	4	child-51.jpg	child	1.0	sub-01
0.4	2.0	79.80000000000001	4	corridor-117.jpg	corridor	0.0	sub-01
0.4	2.0	82.20000000000002	4	body-32.jpg	body	0.0	sub-01
0.4	3.0	84.60000000000002	4	corridor-22.jpg	corridor	0.0	sub-01
0.4	4.0	88.00000000000003	4	body-97.jpg	body	0.0	sub-01
0.4	2.0	92.40000000000003	4	child-129.jpg	child	0.0	sub-01
0.4	2.0	94.80000000000004	4	body-104.jpg	body	0.0	sub-01
0.4	3.0	97.20000000000005	4	word-66.jpg	word	0.0	sub-01
0.4	2.0	100.60000000000005	4	word-72.jpg	word	0.0	sub-01
0.4	2.0	103.00000000000006	4	word-102.jpg	word	0.0	sub-01
0.4	7.0	105.40000000000006	4	instrument-119.jpg	instrument	0.0	sub-01
0.4	2.0	112.80000000000007	4	body-2.jpg	body	0.0	sub-01
0.4	4.0	115.20000000000007	4	body-2.jpg	body	1.0	sub-01
0.4	5.0	119.60000000000008	4	child-6.jpg	child	0.0	sub-01
0.4	8.0	125.00000000000009	4	word-76.jpg	word	0.0	sub-01
0.4	6.0	133.4000000000001	4	word-76.jpg	word	1.0	sub-01
0.4	2.0	139.8000000000001	4	corridor-25.jpg	corridor	0.0	sub-01
0.4	3.0	142.2000000000001	4	instrument-143.jpg	instrument	0.0	sub-01
0.4	2.0	145.6000000000001	4	child-118.jpg	child	0.0	sub-01
0.4	2.0	148.0000000000001	4	body-77.jpg	body	0.0	sub-01
0.4	2.0	150.40000000000012	4	body-83.jpg	body	0.0	sub-01
0.4	3.0	152.80000000000013	4	instrument-10.jpg	instrument	0.0	sub-01
0.4	2.0	156.20000000000013	4	child-107.jpg	child	0.0	sub-01
0.4	4.0	158.60000000000014	4	body-48.jpg	body	0.0	sub-01
0.4	2.0	163.00000000000014	4	instrument-106.jpg	instrument	0.0	sub-01
0.4	3.0	165.40000000000015	4	corridor-44.jpg	corridor	0.0	sub-01
0.4	4.0	168.80000000000015	4	child-60.jpg	child	0.0	sub-01
0.4	3.0	173.20000000000016	4	corridor-42.jpg	corridor	0.0	sub-01
0.4	4.0	176.60000000000016	4	instrument-125.jpg	instrument	0.0	sub-01
0.4	4.0	181.00000000000017	4	corridor-65.jpg	corridor	0.0	sub-01
0.4	2.0	185.40000000000018	4	word-106.jpg	word	0.0	sub-01
0.4	3.0	187.80000000000018	4	word-123.jpg	word	0.0	sub-01
0.4	2.0	191.2000000000002	4	corridor-68.jpg	corridor	0.0	sub-01
0.4	2.0	193.6000000000002	4	child-111.jpg	child	0.0	sub-01
0.4	2.0	196.0000000000002	4	instrument-27.jpg	instrument	0.0	sub-01
0.4	2.0	198.4000000000002	4	child-35.jpg	child	0.0	sub-01
0.4	2.0	200.8000000000002	4	body-122.jpg	body	0.0	sub-01
0.4	4.0	203.20000000000022	4	corridor-103.jpg	corridor	0.0	sub-01
0.4	2.0	207.60000000000022	4	body-99.jpg	body	0.0	sub-01
0.4	2.0	210.00000000000023	4	instrument-80.jpg	instrument	0.0	sub-01
0.4	2.0	212.40000000000023	4	body-86.jpg	body	0.0	sub-01
0.4	3.0	214.80000000000024	4	word-65.jpg	word	0.0	sub-01
0.4	4.0	218.20000000000024	4	instrument-22.jpg	instrument	0.0	sub-01
0.4	2.0	222.60000000000025	4	child-91.jpg	child	0.0	sub-01
5.9	0.1	0.0	4	baseline	baseline	0.0	sub-01
5.9	0.1	0.0	1	baseline	baseline	0.0	sub-02
0.4	2.0	6.0	1	car-20.jpg	car	0.0	sub-02
0.4	2.0	8.4	1	car-143.jpg	car	0.0	sub-02
0.4	2.0	10.8	1	adult-83.jpg	adult	0.0	sub-02
0.4	2.0	13.200000000000001	1	number-109.jpg	number	0.0	sub-02
0.4	2.0	15.600000000000001	1	limb-94.jpg	limb	0.0	sub-02
0.4	2.0	18.0	1	house-113.jpg	house	0.0	sub-02
0.4	3.0	20.4	1	number-93.jpg	number	0.0	sub-02
0.4	4.0	23.799999999999997	1	car-79.jpg	car	0.0	sub-02
0.4	5.0	28.199999999999996	1	number-134.jpg	number	0.0	sub-02
0.4	2.0	33.599999999999994	1	house-92.jpg	house	0.0	sub-02
0.4	3.0	35.99999999999999	1	house-12.jpg	house	0.0	sub-02
0.4	4.0	39.39999999999999	1	house-131.jpg	house	0.0	sub-02
0.4	2.0	43.79999999999999	1	adult-137.jpg	adult	0.0	sub-02
0.4	4.0	46.19999999999999	1	limb-61.jpg	limb	0.0	sub-02
0.4	2.0	50.59999999999999	1	car-23.jpg	car	0.0	sub-02
0.4	2.0	52.999999999999986	1	adult-63.jpg	adult	0.0	sub-02
0.4	4.0	55.399999999999984	1	limb-54.jpg	limb	0.0	sub-02
0.4	3.0	59.79999999999998	1	adult-59.jpg	adult	0.0	sub-02
0.4	8.0	63.19999999999998	1	adult-42.jpg	adult	0.0	sub-02
0.4	3.0	71.59999999999998	1	number-41.jpg	number	0.0	sub-02
0.4	5.0	74.99999999999999	1	adult-53.jpg	adult	0.0	sub-02
0.4	4.0	80.39999999999999	1	limb-106.jpg	limb	0.0	sub-02
0.4	2.0	84.8	1	adult-71.jpg	adult	0.0	sub-02
0.4	2.0	87.2	1	adult-71.jpg	adult	1.0	sub-02
0.4	2.0	89.60000000000001	1	car-48.jpg	car	0.0	sub-02
0.4	2.0	92.00000000000001	1	house-63.jpg	house	0.0	sub-02
0.4	2.0	94.40000000000002	1	limb-28.jpg	limb	0.0	sub-02
0.4	4.0	96.80000000000003	1	car-28.jpg	car	0.0	sub-02
0.4	3.0	101.20000000000003	1	number-107.jpg	number	0.0	sub-02
0.4	2.0	104.60000000000004	1	limb-140.jpg	limb	0.0	sub-02
0.4	3.0	107.00000000000004	1	adult-5.jpg	adult	0.0	sub-02
0.4	5.0	110.40000000000005	1	house-125.jpg	house	0.0	sub-02
